episode,reward,victims_rescued,coverage_ratio,steps,total_loss,actor_loss,critic_loss,entropy
912,83.66008748941299,3,0.21777777,219,,,,
913,121.10616819696979,3,0.22666667,213,,,,
914,135.38804052471014,4,0.19555555,211,,,,
915,-0.052244012422440214,2,0.13777778,222,,,,
916,181.53134578399514,3,0.25777778,203,,,,
917,112.9285242521206,4,0.24,216,,,,
918,66.42430729473614,3,0.16444445,218,,,,
919,151.19925042812335,4,0.19111112,208,,,,
920,103.43231171385655,2,0.22666667,212,,,,
921,130.89309769228814,3,0.21333334,208,,,,
922,93.55574904257446,2,0.20444444,214,,,,
923,231.37152047925136,6,0.3288889,211,,,,
924,135.99060901871235,3,0.18222222,205,,,,
925,163.09844390142518,3,0.29333332,213,,,,
926,250.4423497820781,5,0.29777777,201,,,,
927,177.08778751069872,5,0.31555554,217,,,,
928,29.82980965439575,3,0.09777778,217,,,,
929,201.16123708212618,4,0.26666668,202,,,,
930,182.2685906008242,3,0.28444445,209,,,,
931,36.85974994757982,3,0.17333333,221,,,,
932,221.16538126228392,5,0.2711111,206,,,,
933,194.13421360697487,3,0.33333334,211,,,,
934,145.43530600529252,3,0.22222222,209,,,,
935,144.21205896059593,4,0.26222223,215,,,,
936,21.675955193975987,1,0.16444445,219,,,,
937,63.85234399602108,2,0.16444445,212,,,,
938,130.31856941421017,2,0.21777777,207,,,,
939,57.041403919307136,2,0.21777777,221,,,,
940,123.81461120739587,3,0.19555555,209,,,,
941,231.62673586659218,4,0.32444444,203,,,,
942,159.84940342533525,3,0.23111111,205,,,,
943,263.68778313170554,6,0.31111112,203,,,,
944,111.40251725726843,3,0.23555556,215,,,,
945,179.91582330269165,3,0.2488889,205,,,,
946,145.79010947402512,4,0.2,209,,,,
947,121.59870726666684,3,0.19111112,206,,,,
948,72.80654623001183,4,0.17777778,218,,,,
949,194.07398554222127,4,0.24,204,,,,
950,54.521261671719245,1,0.19111112,213,,,,
951,75.01927849992009,3,0.17777778,216,,,,
952,197.15928517887707,4,0.30666667,210,,,,
953,230.99760963076622,5,0.30222222,205,,,,
954,112.50131860813853,3,0.21777777,211,,,,
955,67.28098346275611,3,0.16,214,,,,
956,203.97687572765298,4,0.23555556,200,,,,
957,124.92819586882685,3,0.24444444,211,,,,
958,42.26394343244599,4,0.18222222,221,,,,
959,218.8061221811337,6,0.2888889,208,,,,
960,256.0731858168901,4,0.31111112,200,,,,
961,19.742202801646087,2,0.12,218,,,,
962,210.08491321926886,5,0.26222223,205,,,,
963,236.00942978663224,4,0.3422222,206,,,,
964,240.6316574119264,5,0.32,207,,,,
965,138.97039889992584,4,0.22666667,212,,,,
966,187.9924838756471,5,0.24444444,208,,,,
967,15.51429046606445,3,0.12,215,,,,
968,125.76634328283063,3,0.22222222,209,,,,
969,267.0401572841986,6,0.32444444,204,,,,
970,248.49088370767373,7,0.26222223,204,,,,
971,182.11180972364966,5,0.24444444,210,,,,
972,223.9676969439924,5,0.26222223,202,,,,
973,198.67526567582996,3,0.24,201,,,,
974,92.68057166758082,1,0.19555555,209,,,,
975,292.3598637325442,7,0.30222222,198,,,,
976,212.3596554391597,5,0.25333333,202,,,,
977,256.69002867938383,6,0.31555554,203,,,,
978,233.948988967313,4,0.2888889,202,,,,
979,175.9229954326021,4,0.20888889,204,,,,
980,158.4344342766473,3,0.2711111,212,,,,
981,254.733286948098,5,0.29333332,199,,,,
982,100.22545832038041,2,0.22222222,211,,,,
983,339.6318829581813,7,0.37333333,199,,,,
984,135.65447952871955,2,0.25333333,210,,,,
985,190.85911333850393,4,0.26222223,206,,,,
986,225.9616256114487,5,0.25777778,200,,,,
987,161.95808389696373,5,0.22222222,210,,,,
988,222.5999634737901,5,0.24,199,,,,
989,260.0548291556472,5,0.31111112,201,,,,
990,294.80094353793737,8,0.29333332,200,,,,
991,154.17875712104453,3,0.20444444,204,,,,
992,244.76286132024768,4,0.28444445,199,,,,
993,172.10317053615378,4,0.25333333,208,,,,
994,180.8564662387099,4,0.26666668,207,,,,
995,156.12889675042257,3,0.26666668,208,,,,
996,221.00746276585932,5,0.32444444,208,,,,
997,272.0720315621492,5,0.32444444,200,,,,
998,208.11360618854778,5,0.27555555,208,,,,
999,175.36445902081368,3,0.22222222,202,,,,
1000,269.9470226800329,5,0.36888888,209,,,,
1001,260.17500224653764,4,0.33333334,201,,,,
1002,212.26836332629534,4,0.2488889,200,,,,
1003,193.07880113891972,4,0.26666668,206,,,,
1004,148.9502678760123,3,0.17777778,203,,,,
1005,172.62963275407304,3,0.19555555,199,,,,
1006,51.96033063258832,1,0.20444444,217,,,,
1007,214.03316355139972,5,0.25777778,202,,,,
1008,-16.865317107248043,2,0.093333334,222,,,,
1009,230.15487724378283,5,0.28,204,,,,
1010,221.89567640054406,4,0.29333332,202,,,,
1011,253.17604941585319,5,0.2888889,197,,,,
1012,161.54176044412824,4,0.24444444,209,,,,
1013,191.29090087147353,5,0.23555556,201,,,,
1014,228.38895962283135,4,0.2888889,204,,,,
1015,223.89162280096815,5,0.33333334,211,,,,
1016,166.81142263101495,5,0.22222222,208,,,,
1017,144.28686731194594,4,0.23111111,211,,,,
1018,175.36382728956366,3,0.24444444,204,,,,
1019,-30.225915518002317,2,0.16,224,,,,
1020,25.663723027176907,2,0.115555555,217,,,,
1021,56.41923678176229,3,0.16,216,,,,
1022,185.80684702996174,4,0.27555555,207,,,,
1023,197.4954178863822,5,0.29777777,209,,,,
1024,152.96381434172534,5,0.21777777,213,,,,
1025,37.10899079729545,5,0.20444444,231,,,,
1026,204.2720485488334,5,0.31555554,209,,,,
1027,263.0328906238157,6,0.29777777,202,,,,
1028,168.17881528584945,3,0.32,213,,,,
1029,-35.8411756829917,3,0.12444445,227,,,,
1030,189.17125279449695,4,0.2488889,205,,,,
1031,215.59685409386657,4,0.26222223,201,,,,
1032,219.66204447284,6,0.28,208,,,,
1033,60.84568165863489,3,0.14666666,216,,,,
1034,188.43094327034666,3,0.2888889,208,,,,
1035,257.7369949975419,6,0.29777777,202,,,,
1036,101.98740192513715,5,0.24444444,219,,,,
1037,217.59252370101206,3,0.3288889,207,,,,
1038,114.72554217078635,4,0.20444444,214,,,,
1039,196.9177723074063,3,0.31555554,208,,,,
1040,169.5211955908709,3,0.26666668,206,,,,
1041,171.08363737755926,4,0.28,209,,,,
1042,222.45804523105525,6,0.25777778,207,,,,
1043,170.10008394834804,3,0.2488889,204,,,,
1044,142.07934704117218,4,0.20888889,209,,,,
1045,166.5617339388542,4,0.21777777,207,,,,
1046,102.77806352728894,4,0.16444445,212,,,,
1047,245.83835342727406,5,0.33333334,208,,,,
1048,79.81812152259143,1,0.17777778,210,,,,
1049,236.04815547125577,5,0.28,203,,,,
1050,167.50150960616648,3,0.2488889,207,,,,
1051,272.7869959359153,6,0.27555555,198,,,,
1052,130.81193500806353,4,0.21777777,211,,,,
1053,60.905382824912884,4,0.22666667,222,,,,
1054,45.46704727630607,1,0.16444445,212,,,,
1055,149.32615418595879,4,0.20888889,206,,,,
1056,232.30104664516682,2,0.35555556,204,,,,
1057,189.2785780216264,4,0.23555556,204,,,,
1058,58.07488702795704,2,0.12,212,,,,
1059,180.9156783660629,4,0.23555556,204,,,,
1060,85.7623323994718,4,0.24,221,,,,
1061,267.68231081045377,5,0.31555554,200,,,,
1062,192.4685638250936,4,0.26666668,206,,,,
1063,181.34170057484675,4,0.25777778,209,,,,
1064,229.07209840381293,4,0.33777776,208,,,,
1065,277.1514224392441,6,0.33777776,204,,,,
1066,54.99624763858655,3,0.20444444,220,,,,
1067,162.2171800638463,4,0.26222223,210,,,,
1068,197.22374478724103,3,0.26666668,204,,,,
1069,215.56888249331965,4,0.29777777,206,,,,
1070,122.4804576114647,4,0.21777777,211,,,,
1071,277.7469492524117,6,0.3288889,203,,,,
1072,128.3712349904088,4,0.19111112,210,,,,
1073,232.80621354668034,6,0.26222223,203,,,,
1074,219.15416414336534,3,0.30222222,201,,,,
1075,229.58503036240631,4,0.2888889,201,,,,
1076,158.73452249149844,2,0.24,204,,,,
1077,353.05869940161614,9,0.36888888,200,,,,
1078,113.88112478892096,3,0.22666667,213,,,,
1079,85.48991885037046,3,0.20444444,212,,,,
1080,271.30022707515656,5,0.32,201,,,,
1081,300.67931891412803,6,0.3288889,199,,,,
1082,74.375383522673,3,0.16444445,214,,,,
1083,91.2560806625984,2,0.16444445,209,,,,
1084,145.9651259876908,3,0.19111112,205,,,,
1085,198.26818432296454,4,0.28,207,,,,
1086,143.71511303134912,4,0.20444444,209,,,,
1087,81.7610420902622,3,0.17333333,213,,,,
1088,102.30106862076403,5,0.2,215,,,,
1089,248.5967145652239,5,0.28444445,200,,,,
1090,196.56595688846522,4,0.2888889,208,,,,
1091,148.73595286970098,3,0.2488889,208,,,,
1092,316.0581528340019,7,0.33333334,199,,,,
1093,154.75751066742893,5,0.2,210,,,,
1094,146.493172239806,2,0.22222222,204,,,,
1095,203.8637582135869,5,0.28444445,207,,,,
1096,141.2190216760127,3,0.23555556,209,,,,
1097,143.70129406316795,4,0.24444444,214,,,,
1098,305.92526194942013,5,0.38666666,201,,,,
1099,288.0065648889972,6,0.3511111,201,,,,
1100,134.87956309043508,4,0.25777778,215,,,,
1101,185.49516334197344,5,0.21777777,205,,,,
1102,81.49322833549195,2,0.19555555,212,,,,
1103,237.6489906227206,5,0.29777777,205,,,,
1104,90.30788352969768,2,0.17777778,212,,,,
1105,155.81426804841524,3,0.25777778,209,,,,
1106,234.7118056643391,5,0.26222223,200,,,,
1107,146.87180502500496,3,0.17777778,203,,,,
1108,232.13982294804512,5,0.32444444,209,,,,
1109,240.8149272640385,5,0.28444445,202,,,,
1110,90.22037035754539,3,0.15555556,210,,,,
1111,239.71416217794427,5,0.29777777,201,,,,
1112,200.69955875745225,4,0.32444444,210,,,,
1113,243.52677439627317,4,0.32444444,203,,,,
1114,155.34564110418532,4,0.19555555,206,,,,
1115,96.6050317398622,3,0.23111111,216,,,,
1116,69.75964786574497,3,0.14666666,213,,,,
1117,234.6655776611006,6,0.26666668,204,,,,
1118,132.48324282573762,2,0.23111111,207,,,,
1119,169.13398228959008,5,0.22666667,207,,,,
1120,179.09530152706805,4,0.25777778,208,,,,
1121,185.07658446743068,2,0.29333332,204,,,,
1122,161.58723078348527,3,0.28,212,,,,
1123,218.55103621895697,4,0.29333332,203,,,,
1124,155.13984765356616,4,0.2488889,209,,,,
1125,141.80401446784242,4,0.25777778,214,,,,
1126,97.9908100733309,3,0.20444444,214,,,,
1127,217.8301897136017,5,0.28444445,206,,,,
1128,214.5743967335622,5,0.3422222,211,,,,
1129,109.03387582015438,2,0.22666667,211,,,,
1130,247.36615426512202,6,0.27555555,202,,,,
1131,215.72455509135673,5,0.31111112,211,,,,
1132,189.26766355929493,5,0.2711111,209,,,,
1133,158.69852687478917,4,0.26222223,211,,,,
1134,133.4603534766182,4,0.24,211,,,,
1135,113.02209315335463,3,0.18666667,210,,,,
1136,219.44212140921533,4,0.29777777,206,,,,
1137,77.61620710832717,2,0.17333333,212,,,,
1138,267.0927231347355,6,0.27555555,198,,,,
1139,185.09007584936722,3,0.24,201,,,,
1140,133.96230236479587,3,0.21777777,209,,,,
1141,208.7660964293261,3,0.27555555,201,,,,
1142,144.6563871191686,3,0.24,209,,,,
1143,136.41402901191537,3,0.19555555,205,,,,
1144,73.35090953971054,3,0.13777778,211,,,,
1145,136.01196007774013,2,0.22666667,207,,,,
1146,268.95792068193197,4,0.36888888,204,,,,
1147,32.50037170205885,1,0.15111111,215,,,,
1148,209.16384880870257,6,0.28,210,,,,
1149,197.69060953609699,4,0.2711111,209,,,,
1150,226.0660102589061,5,0.24444444,200,,,,
1151,230.52211714658344,7,0.2888889,208,,,,
1152,151.15388206367072,4,0.2711111,211,,,,
1153,139.74636112355873,2,0.27555555,210,,,,
1154,259.64831474739907,6,0.28444445,199,,,,
1155,129.71041758659723,2,0.25333333,212,,,,
1156,179.06974600840002,6,0.24,208,,,,
1157,145.34834958660605,5,0.2488889,213,,,,
1158,57.587202951096906,1,0.14222223,207,,,,
1159,296.29334920209214,7,0.30222222,198,,,,
1160,258.58874001425175,7,0.25333333,202,,,,
1161,208.63219271342712,4,0.2711111,203,,,,
1162,192.41938009983568,5,0.22222222,203,,,,
1163,213.81686927969037,4,0.2488889,200,,,,
1164,254.50645612617635,5,0.27555555,198,,,,
1165,203.47088146023714,4,0.29777777,206,,,,
1166,155.55719595389812,4,0.23111111,209,,,,
1167,161.42739530343897,4,0.22222222,207,,,,
1168,211.75559571774136,4,0.32444444,210,,,,
1169,237.366912787885,6,0.30222222,206,,,,
1170,182.9512721018816,4,0.21777777,202,,,,
1171,186.0903410755828,3,0.2888889,207,,,,
1172,196.19445242432533,3,0.2888889,204,,,,
1173,163.77931355911377,2,0.24,203,,,,
1174,80.60510739439431,3,0.19555555,215,,,,
1175,213.34614341763748,4,0.26666668,202,,,,
1176,185.76461231921851,3,0.27555555,204,,,,
1177,312.3291010428166,7,0.32444444,198,,,,
1178,221.12488477441724,5,0.26222223,203,,,,
1179,288.7963166473121,6,0.32,200,,,,
1180,53.52153998379487,3,0.14666666,215,,,,
1181,103.2912453391515,4,0.24,219,,,,
1182,237.56353326649375,3,0.31555554,201,,,,
1183,47.95686007424088,3,0.21333334,220,,,,
1184,245.37842728630895,5,0.2888889,201,,,,
1185,241.80801154254786,5,0.31555554,204,,,,
1186,26.504612914210664,3,0.16888888,223,,,,
1187,123.21415951455145,3,0.20444444,211,,,,
1188,247.6955478828345,5,0.26666668,200,,,,
1189,139.82703678374563,2,0.24444444,208,,,,
1190,160.47486513772722,4,0.24,208,,,,
1191,323.7435292076916,8,0.3422222,201,,,,
1192,95.77199302293644,3,0.18222222,211,,,,
1193,190.72883598975884,5,0.2888889,211,,,,
1194,145.1493433999211,3,0.24444444,209,,,,
1195,128.6072664929278,4,0.22666667,212,,,,
1196,62.813514724245884,2,0.16,213,,,,
1197,169.65368168244552,6,0.24444444,212,,,,
1198,159.73408838423833,3,0.21333334,204,,,,
1199,211.6590671866227,5,0.28,207,,,,
1200,108.05263383022817,4,0.18666667,212,,,,
1201,216.52574254423013,4,0.24444444,200,,,,
1202,189.61614156222626,5,0.22666667,206,,,,
1203,247.04677077544451,6,0.32444444,207,,,,
1204,187.08905573869282,4,0.24444444,206,,,,
1205,181.82431136679824,5,0.24,207,,,,
1206,204.7600208425082,4,0.2488889,200,,,,
1207,246.17296450297508,5,0.2888889,201,,,,
1208,99.64119014167687,2,0.18666667,210,,,,
1209,221.85135370960873,4,0.34666666,212,,,,
1210,173.20319605573755,4,0.26222223,209,,,,
1211,95.93809067824712,2,0.20444444,208,,,,
1212,127.14750781702303,3,0.20888889,208,,,,
1213,201.40948410827713,5,0.30222222,211,,,,
1214,104.63633900499313,3,0.20444444,212,,,,
1215,135.78114391213026,4,0.24444444,215,,,,
1216,140.45222661120962,4,0.18666667,207,,,,
1217,59.486958168341616,2,0.18666667,213,,,,
1218,161.36260956233994,3,0.2711111,210,,,,
1219,177.92844826088466,3,0.27555555,207,,,,
1220,231.51091010662796,4,0.2488889,197,,,,
1221,202.67249946067565,4,0.25777778,205,,,,
1222,228.8878341865613,4,0.33333334,205,,,,
1223,105.55112600740068,3,0.25333333,215,,,,
1224,268.1092339235985,6,0.32444444,202,,,,
1225,150.85880326481515,3,0.25333333,209,,,,
1226,231.02316908981052,4,0.37777779,209,,,,
1227,224.2789036872548,4,0.32,204,,,,
1228,184.8331898948591,3,0.29777777,206,,,,
1229,143.14578917137797,3,0.21333334,208,,,,
1230,195.8926006498744,6,0.26666668,211,,,,
1231,223.45210113342162,3,0.29333332,201,,,,
1232,272.11459667802194,5,0.3511111,203,,,,
1233,202.30823957251397,5,0.28,206,,,,
1234,252.27671838982926,6,0.29777777,206,,,,
1235,213.13800636741436,3,0.31555554,203,,,,
1236,219.76150058520713,5,0.3288889,209,,,,
1237,139.47477925632782,2,0.23111111,208,,,,
1238,222.4638836815295,3,0.3288889,206,,,,
1239,190.83333262820258,4,0.28444445,207,,,,
1240,136.9827415517131,3,0.20888889,207,,,,
1241,203.7926895610781,3,0.31555554,206,,,,
1242,215.1452360020273,4,0.2888889,206,,,,
1243,166.6834604711309,6,0.26666668,218,,,,
1244,204.1791879304793,5,0.27555555,207,,,,
1245,256.0090207536465,5,0.3422222,207,,,,
1246,195.97257650839174,5,0.25777778,205,,,,
1247,107.17606053775566,4,0.20888889,217,,,,
1248,245.62131142199857,4,0.30666667,199,,,,
1249,152.27993439441804,5,0.21333334,207,,,,
1250,180.60009789831867,6,0.30666667,216,,,,
1251,174.0974843031566,4,0.24444444,207,,,,
1252,253.91956386786055,4,0.36,205,,,,
1253,293.16784782080856,5,0.37777779,203,,,,
1254,185.48101090250356,3,0.2888889,205,,,,
1255,221.93840177231743,4,0.28,202,,,,
1256,228.76233651285676,5,0.29777777,206,,,,
1257,232.94181197284507,4,0.28444445,200,,,,
1258,218.92114955377986,5,0.32444444,210,,,,
1259,159.2014126463868,3,0.24444444,206,,,,
1260,240.89236552610967,5,0.30222222,201,,,,
1261,217.82461079377143,5,0.28444445,205,,,,
1262,236.42494562423758,5,0.33777776,208,,,,
1263,258.61687862277114,5,0.31111112,201,,,,
1264,191.397895936735,4,0.24444444,202,,,,
1265,187.25393653265556,3,0.2711111,205,,,,
1266,244.27170408748023,5,0.33777776,207,,,,
1267,196.28328529802383,4,0.24444444,203,,,,
1268,316.3034384900222,6,0.35555556,198,,,,
1269,187.126417374217,3,0.2888889,207,,,,
1270,218.7560729776489,5,0.28,204,,,,
1271,231.1421642919364,5,0.32444444,209,,,,
1272,169.8681558138352,5,0.21333334,206,,,,
1273,245.1521881380817,5,0.29777777,201,,,,
1274,256.56660543600645,7,0.29777777,204,,,,
1275,216.28660443235918,4,0.25333333,200,,,,
1276,66.45022814069623,2,0.14666666,210,,,,
1277,174.47738317891387,5,0.21333334,208,,,,
1278,59.4954898057791,2,0.14666666,214,,,,
1279,253.28908115886634,4,0.3422222,202,,,,
1280,203.60680093131342,5,0.25777778,205,,,,
1281,205.13989570921458,4,0.29333332,208,,,,
1282,283.0780807406605,6,0.3288889,201,,,,
1283,245.92237850005665,6,0.28,206,,,,
1284,152.08166663360154,3,0.2488889,207,,,,
1285,91.51844323041406,0,0.19555555,207,,,,
1286,220.63782293004573,6,0.30666667,209,,,,
1287,144.71323596039971,5,0.24444444,215,,,,
1288,101.14888345020327,5,0.26666668,225,,,,
1289,122.91903981243605,3,0.25777778,213,,,,
1290,181.48064006101495,4,0.24,206,,,,
1291,89.63382371484052,2,0.20444444,209,,,,
1292,152.5683396637578,3,0.22666667,206,,,,
1293,277.23993651147435,6,0.34666666,207,,,,
1294,243.51930591320848,6,0.29777777,205,,,,
1295,187.92787240062378,4,0.26222223,206,,,,
1296,268.9894151347431,5,0.35555556,202,,,,
1297,207.08103728707164,4,0.29777777,208,,,,
1298,208.71605975209425,5,0.24444444,204,,,,
1299,159.58454676446408,3,0.19111112,201,,,,
1300,25.198696364351463,2,0.16,220,,,,
1301,168.51700891482332,4,0.21777777,206,,,,
1302,224.16228986246549,4,0.28,201,,,,
1303,225.1016064101831,5,0.28444445,205,,,,
1304,230.8652144295805,6,0.30222222,208,,,,
1305,248.46125525036948,7,0.29777777,206,,,,
1306,176.23829555006654,4,0.24,206,,,,
1307,267.8506022650397,6,0.3288889,203,,,,
1308,220.67219470774992,5,0.28444445,203,,,,
1309,154.1257435907295,4,0.21333334,208,,,,
1310,171.15548110649732,3,0.26222223,207,,,,
1311,184.8078112111929,4,0.25333333,206,,,,
1312,75.21960712232111,4,0.16,214,,,,
1313,140.8959545506735,3,0.19555555,207,,,,
1314,161.73201690551892,4,0.19555555,205,,,,
1315,252.56939633602366,6,0.2711111,200,,,,
1316,146.69398568410372,3,0.24444444,208,,,,
1317,170.22867332182145,4,0.21333334,204,,,,
1318,197.43181722690042,5,0.23111111,202,,,,
1319,219.96032502190485,5,0.28444445,207,,,,
1320,235.22516212334423,5,0.2711111,203,,,,
1321,290.49512233750335,8,0.29333332,200,,,,
1322,225.48682569497174,5,0.26222223,202,,,,
1323,78.45254751836582,3,0.23555556,216,,,,
1324,181.7073279169628,4,0.24444444,206,,,,
1325,-68.39799047002643,2,0.10222222,230,,,,
1326,133.59232515511323,4,0.25777778,216,,,,
1327,123.50279643999937,3,0.18666667,207,,,,
1328,182.18891609621727,5,0.24444444,208,,,,
1329,203.70890414899768,5,0.25333333,203,,,,
1330,173.655045123584,3,0.2488889,206,,,,
1331,245.45438637067326,5,0.3288889,206,,,,
1332,114.41696835785135,3,0.21333334,211,,,,
1333,155.93169310030032,4,0.24444444,207,,,,
1334,54.0877282895616,1,0.2,217,,,,
1335,183.0321091880107,4,0.23555556,203,,,,
1336,231.14423437938683,5,0.26666668,203,,,,
1337,205.54523482582857,4,0.26666668,206,,,,
1338,128.1922160612803,2,0.25333333,212,,,,
1339,87.21774842520317,2,0.16444445,210,,,,
1340,125.26493178161572,4,0.17777778,210,,,,
1341,124.55757440235776,3,0.24,211,,,,
1342,179.52842452514741,4,0.24444444,205,,,,
1343,169.73007946652254,2,0.29333332,208,,,,
1344,143.44680853974268,2,0.24444444,206,,,,
1345,128.24198850245784,3,0.18222222,209,,,,
1346,-27.59991574972368,2,0.08444444,220,,,,
1347,69.90711776609666,3,0.20888889,220,,,,
1348,10.648055231484488,2,0.14222223,221,,,,
1349,83.78476004171603,3,0.20444444,214,,,,
1350,216.20255342257337,4,0.29333332,206,,,,
1351,279.2033131103426,6,0.36444443,204,,,,
1352,137.24326477323947,4,0.22666667,212,,,,
1353,259.44879048710254,5,0.29777777,199,,,,
1354,270.74820921309424,7,0.2888889,203,,,,
1355,267.3785463584735,4,0.34666666,200,,,,
1356,130.7150329303299,4,0.20444444,211,,,,
1357,212.09770147622095,7,0.26666668,207,,,,
1358,181.26451889454194,3,0.31555554,208,,,,
1359,230.30874203938302,4,0.3288889,208,,,,
1360,204.52279257596038,4,0.26666668,205,,,,
1361,207.64519718589892,5,0.24,204,,,,
1362,240.53628311433962,6,0.25777778,202,,,,
1363,144.6966828303128,3,0.23111111,209,,,,
1364,207.2958869214451,5,0.26222223,204,,,,
1365,215.70260726822323,5,0.31555554,211,,,,
1366,161.0410683917749,5,0.21777777,208,,,,
1367,126.48862184626418,3,0.23111111,213,,,,
1368,185.23040701210417,4,0.28444445,208,,,,
1369,224.03342108307046,6,0.28444445,208,,,,
1370,161.07443281007272,4,0.22666667,207,,,,
1371,244.97463517575747,4,0.28,198,,,,
1372,188.5688347123168,5,0.23555556,205,,,,
1373,124.88096245180577,2,0.20444444,209,,,,
1374,222.25444287326417,5,0.25333333,200,,,,
1375,144.60051865572834,4,0.20888889,207,,,,
1376,166.31336638630776,5,0.20888889,209,,,,
1377,194.59111552672329,5,0.2488889,206,,,,
1378,44.918574186869044,2,0.20888889,220,,,,
1379,168.0408077925562,5,0.26666668,213,,,,
1380,196.14505260917971,4,0.25333333,205,,,,
1381,171.6555340613727,4,0.23111111,206,,,,
1382,254.81351759661624,5,0.32,201,,,,
1383,97.22730618451709,3,0.2,217,,,,
1384,141.15880831877396,3,0.20444444,207,,,,
1385,165.0304938252583,4,0.24,206,,,,
1386,137.11418733840173,2,0.21333334,206,,,,
1387,219.06596971430136,5,0.28,205,,,,
1388,262.4660545084244,6,0.29333332,200,,,,
1389,88.99512965352866,3,0.17777778,213,,,,
1390,191.0933460274211,4,0.20444444,200,,,,
1391,212.61167383344107,4,0.26222223,202,,,,
1392,171.28471392222883,3,0.29333332,210,,,,
1393,195.87899491474923,4,0.31555554,212,,,,
1394,208.60548030763738,5,0.26222223,204,,,,
1395,168.80266624198,3,0.25333333,205,,,,
1396,251.00790307006972,7,0.29333332,206,,,,
1397,167.95026315959822,4,0.24,206,,,,
1398,155.24004298213796,2,0.24444444,205,,,,
1399,176.01763277039888,3,0.28444445,209,,,,
1400,198.01149784077697,4,0.28,206,,,,
1401,118.5433454052061,3,0.18666667,209,,,,
1402,107.87045461373837,3,0.17777778,207,,,,
1403,293.42435245927794,5,0.4,204,,,,
1404,129.64995530847062,3,0.2,208,,,,
1405,167.886418787189,5,0.2,207,,,,
1406,163.38587191953388,3,0.2488889,205,,,,
1407,87.75813070200252,4,0.14666666,211,,,,
1408,220.7516712752928,4,0.29333332,206,,,,
1409,172.40951489404688,4,0.20888889,202,,,,
1410,210.89912900525397,6,0.23555556,203,,,,
1411,119.97916998391315,2,0.17333333,206,,,,
1412,225.93517596190918,4,0.30222222,205,,,,
1413,301.09313936939554,6,0.37333333,205,,,,
1414,237.8643245519673,5,0.31111112,205,,,,
1415,102.59588025188575,2,0.18222222,209,,,,
1416,186.69915673952366,4,0.26666668,206,,,,
1417,207.86870464541212,4,0.29333332,205,,,,
1418,221.47027444742753,4,0.32,207,,,,
1419,227.73632951525602,5,0.30222222,207,,,,
1420,209.6312593608365,4,0.30222222,206,,,,
1421,201.83665801828298,4,0.26666668,204,,,,
1422,179.33764769756775,4,0.24,205,,,,
1423,261.7903149602177,7,0.30666667,204,,,,
1424,147.97671237265055,3,0.19111112,206,,,,
1425,158.29285097213452,4,0.21333334,209,,,,
1426,340.4271339740579,8,0.37777779,200,,,,
1427,235.71517289604924,4,0.3288889,206,,,,
1428,234.40174975088607,4,0.31555554,204,,,,
1429,168.11996626883285,4,0.24444444,210,,,,
1430,166.39284551912178,3,0.20444444,202,,,,
1431,58.74077357995033,4,0.15555556,220,,,,
1432,306.08985154317816,6,0.3422222,198,,,,
1433,192.4251019959142,4,0.24444444,202,,,,
1434,124.77283943541224,3,0.22666667,212,,,,
1435,221.96282097578813,3,0.29777777,201,,,,
1436,258.2608094200799,5,0.32,203,,,,
1437,114.67543234436054,2,0.26222223,214,,,,
1438,235.69817966337604,5,0.30666667,205,,,,
1439,180.63556330322663,5,0.2888889,215,,,,
1440,177.95064161068456,3,0.29333332,211,,,,
1441,186.00792624417346,3,0.22666667,201,,,,
1442,215.7807451127739,4,0.27555555,202,,,,
1443,80.66523029102989,4,0.23555556,220,,,,
1444,207.54753161598518,4,0.30222222,208,,,,
1445,152.91304251469194,2,0.22666667,204,,,,
1446,176.38112336352532,4,0.2488889,206,,,,
1447,77.4066931409981,2,0.15111111,210,,,,
1448,222.03699777897157,4,0.28444445,201,,,,
1449,190.76972297507783,5,0.27555555,209,,,,
1450,128.69847689515564,3,0.20888889,209,,,,
1451,234.58209034987453,5,0.30666667,207,,,,
1452,190.99077132410318,5,0.24444444,207,,,,
1453,173.43168418479252,3,0.23111111,205,,,,
1454,17.563116247189175,2,0.14666666,218,,,,
1455,243.87317594415003,6,0.26666668,206,,,,
1456,254.064245442998,6,0.30666667,202,,,,
1457,199.50143269613935,5,0.24444444,205,,,,
1458,197.4068698349674,3,0.28444445,205,,,,
1459,109.92020352015282,4,0.21333334,214,,,,
1460,206.08195609477033,3,0.29777777,203,,,,
1461,194.6813384200006,4,0.28444445,206,,,,
1462,174.0080734197571,3,0.24,205,,,,
1463,195.6164031759144,4,0.2711111,206,,,,
1464,279.033316214785,6,0.35555556,206,,,,
1465,164.54010622614987,5,0.22222222,207,,,,
1466,136.18696529584204,3,0.23555556,211,,,,
1467,191.2918742568995,4,0.24444444,202,,,,
1468,271.95203353469446,6,0.3288889,204,,,,
1469,130.79014593751518,3,0.19111112,207,,,,
1470,173.9393333181741,4,0.24444444,208,,,,
1471,185.09263311661672,4,0.24444444,207,,,,
1472,185.67647093016095,3,0.22222222,199,,,,
1473,125.47641155468422,5,0.24,215,,,,
1474,156.6230736676911,3,0.25333333,206,,,,
1475,203.63755042712936,5,0.24,203,,,,
1476,202.27878608140745,5,0.23555556,203,,,,
1477,102.22722565440046,3,0.20888889,213,,,,
1478,252.2666772851075,5,0.30666667,201,,,,
