episode,reward,victims_rescued,coverage_ratio,steps,total_loss,actor_loss,critic_loss,entropy
327,78.55234351889294,3,0.23111111,219,,,,
328,137.78952872731045,5,0.2,213,,,,
329,48.51541746708362,3,0.23111111,224,,,,
330,57.34985287076721,4,0.20888889,221,,,,
331,141.10511249416035,5,0.20888889,211,,,,
332,66.54153592921769,4,0.27555555,228,,,,
333,29.487728649980024,3,0.17333333,224,,,,
334,46.81222242169023,4,0.20444444,223,,,,
335,74.1832791963389,3,0.2,219,,,,
336,-2.065397509107483,4,0.17777778,228,,,,
337,-35.78485316427745,2,0.21333334,233,,,,
338,28.42034168785146,2,0.19555555,222,,,,
339,37.01074716864269,2,0.17777778,220,,,,
340,59.874249654277996,2,0.19555555,216,,,,
341,-53.765657016299144,1,0.09777778,223,,,,
342,70.51370601139396,3,0.19111112,219,,,,
343,4.321829472853584,1,0.13777778,220,,,,
344,89.69940587608716,3,0.2488889,218,,,,
345,91.05769500368574,4,0.26666668,222,,,,
346,89.96770059599876,3,0.23555556,220,,,,
347,180.50839372336267,5,0.25333333,211,,,,
348,138.24846856487335,5,0.26222223,219,,,,
349,69.37750768977122,4,0.15555556,215,,,,
350,-4.708207230029199,1,0.12,222,,,,
351,4.362622517740021,2,0.15555556,220,,,,
352,129.36856269208303,4,0.30666667,223,,,,
353,27.175375047268766,3,0.18222222,223,,,,
354,-11.04851717835364,3,0.14666666,225,,,,
355,29.096745386701766,2,0.21333334,221,,,,
356,186.34414170191644,5,0.31555554,213,,,,
357,13.101194526236053,2,0.13777778,220,,,,
358,138.43697964269424,3,0.21777777,211,,,,
359,88.46693638134526,4,0.20888889,218,,,,
360,85.00448609211074,3,0.18222222,216,,,,
361,6.19144626938094,4,0.12444445,226,,,,
362,91.27626427875359,3,0.20444444,215,,,,
363,1.0284386441060953,3,0.13333334,222,,,,
364,-20.97396676528783,1,0.17777778,225,,,,
365,137.8404975599112,3,0.32,218,,,,
366,117.48908143421761,4,0.27555555,220,,,,
367,105.42421979696255,3,0.17333333,209,,,,
368,65.68436301140008,5,0.2488889,227,,,,
369,0.4732755666868181,2,0.11111111,220,,,,
370,67.0083158792905,2,0.23555556,221,,,,
371,68.07392082605914,3,0.18222222,217,,,,
372,120.63717772320761,2,0.28,217,,,,
373,76.60714845853951,5,0.19111112,221,,,,
374,155.7427820993812,5,0.24,211,,,,
375,10.03799592742452,1,0.14222223,218,,,,
376,41.059959570697195,1,0.16444445,217,,,,
377,74.30603184475444,1,0.23111111,215,,,,
378,37.36242588661851,2,0.16444445,221,,,,
379,148.05575594759378,4,0.29333332,216,,,,
380,63.36931012210722,4,0.17333333,218,,,,
381,-56.2241953698204,1,0.08888889,224,,,,
382,53.13922833551988,2,0.16444445,215,,,,
383,-2.2411908491785577,2,0.17777778,224,,,,
384,6.508226041356893,3,0.15111111,222,,,,
385,42.74552561717938,3,0.16,219,,,,
386,106.8857821017769,3,0.18666667,211,,,,
387,-47.10185180019373,3,0.12888889,228,,,,
388,-59.8450135020692,3,0.08,227,,,,
389,33.727668581444554,3,0.16,220,,,,
390,89.71142078293806,4,0.17333333,215,,,,
391,84.51602090419236,3,0.24,221,,,,
392,90.94753234291974,4,0.19111112,218,,,,
393,103.97086075755338,4,0.2,214,,,,
394,84.32046192570346,3,0.2488889,219,,,,
395,92.86456241912931,3,0.17777778,217,,,,
396,58.68356384566817,2,0.20444444,218,,,,
397,129.55995425035965,4,0.26666668,216,,,,
398,98.87366181461371,3,0.24,215,,,,
399,-23.450834985955893,3,0.12,226,,,,
400,19.3570540355717,3,0.14222223,220,,,,
401,123.91292443845782,5,0.26222223,218,,,,
402,91.33137765266005,6,0.19555555,220,,,,
403,-61.72067174793834,2,0.13333334,230,,,,
404,20.466142242653508,1,0.17777778,221,,,,
405,23.732302995922492,3,0.13777778,220,,,,
406,88.06944848540547,5,0.21777777,223,,,,
407,133.17425595024795,4,0.2888889,216,,,,
408,124.85473735700678,4,0.16444445,208,,,,
409,64.8191284513209,4,0.18222222,218,,,,
410,99.68093606445659,3,0.2488889,219,,,,
411,119.82104410339812,4,0.20444444,214,,,,
412,82.20332216204787,3,0.20444444,218,,,,
413,25.826470118848775,2,0.15555556,219,,,,
414,139.49942586196013,5,0.25777778,216,,,,
415,20.7687504304933,4,0.17777778,227,,,,
416,-1.224905355471091,3,0.12444445,221,,,,
417,85.75362947937349,3,0.2488889,221,,,,
418,67.3911290774897,4,0.17333333,217,,,,
419,41.88026946135475,1,0.15111111,217,,,,
420,56.490113962867774,2,0.15555556,214,,,,
421,-7.3419174932437095,3,0.16444445,227,,,,
422,82.70887485932585,2,0.20888889,215,,,,
423,141.95174435426006,3,0.22666667,211,,,,
424,158.90825915841955,4,0.26222223,210,,,,
425,25.089058571634965,1,0.12444445,215,,,,
426,108.97417734684056,2,0.2488889,216,,,,
427,65.25210360686302,3,0.18222222,219,,,,
428,187.4515395200204,4,0.26222223,207,,,,
429,8.142048925723163,1,0.13777778,217,,,,
430,-3.498422432846501,1,0.15555556,221,,,,
431,71.10229069700006,3,0.21777777,221,,,,
432,303.12296902381763,7,0.34666666,202,,,,
433,177.23292267456222,5,0.23555556,208,,,,
434,32.0638670672065,3,0.17777778,221,,,,
435,87.99336835152508,3,0.20888889,218,,,,
436,-1.5665601043872666,2,0.13333334,221,,,,
437,6.595294074937602,1,0.14666666,220,,,,
438,151.9505649192964,5,0.23555556,213,,,,
439,190.63731245110148,5,0.30222222,210,,,,
440,168.60367424330028,6,0.28444445,216,,,,
441,-74.16171682394643,1,0.12,227,,,,
442,55.563593583534015,4,0.2,223,,,,
443,-17.102738972685696,1,0.12444445,221,,,,
444,-9.82606214091663,1,0.17333333,223,,,,
445,129.75490539147472,5,0.2,212,,,,
446,-29.375975184333846,2,0.13333334,226,,,,
447,38.14447617507126,2,0.15111111,214,,,,
448,35.25271538535747,4,0.17333333,221,,,,
449,100.28117799581663,2,0.20888889,213,,,,
450,30.644841019182127,4,0.15111111,220,,,,
451,116.28280246254967,4,0.23111111,215,,,,
452,104.42100754851278,3,0.22666667,214,,,,
453,136.2592112436435,4,0.27555555,212,,,,
454,49.689469838171156,3,0.13777778,215,,,,
455,44.5495758776566,3,0.14222223,218,,,,
456,49.88307711094844,2,0.22222222,218,,,,
457,49.636394118454824,2,0.19555555,218,,,,
458,180.860566458411,5,0.27555555,214,,,,
459,169.70025021281685,5,0.27555555,212,,,,
460,-19.05006509065095,1,0.15111111,222,,,,
461,186.23656095155096,3,0.32,210,,,,
462,7.093943979047786,2,0.14222223,219,,,,
463,139.56912948951702,3,0.24,211,,,,
464,139.4445746594646,4,0.22666667,213,,,,
465,61.979036690474686,3,0.17777778,217,,,,
466,103.0102937398325,3,0.2,213,,,,
467,50.62137820635191,2,0.2,217,,,,
468,52.887940161297735,2,0.14222223,214,,,,
469,36.62359640443041,3,0.19555555,223,,,,
470,-0.9508221134052336,2,0.12888889,223,,,,
471,101.87257361673215,5,0.2488889,220,,,,
472,201.54823006366655,6,0.2888889,212,,,,
473,158.5779499319014,3,0.23111111,207,,,,
474,108.97963034350482,4,0.21333334,216,,,,
475,68.38564769609962,2,0.24444444,218,,,,
476,72.45254636305684,2,0.21333334,215,,,,
477,138.04812008065196,4,0.29777777,219,,,,
478,93.59598556422657,4,0.18666667,212,,,,
479,55.40878108333806,2,0.15111111,213,,,,
480,32.299412254658314,3,0.17333333,221,,,,
481,74.27792029306586,3,0.20888889,217,,,,
482,145.710725201782,5,0.2488889,212,,,,
483,68.48951445838583,2,0.23111111,219,,,,
484,103.59698817964706,3,0.24,219,,,,
485,155.75595489049155,4,0.32,218,,,,
486,225.14713564044982,4,0.2888889,203,,,,
487,67.41173768114727,3,0.24444444,219,,,,
488,95.5724738735398,2,0.18222222,211,,,,
489,142.882338485629,3,0.2711111,214,,,,
490,83.1813865645953,3,0.19555555,217,,,,
491,161.41550245475676,6,0.28444445,216,,,,
492,54.91518963006858,2,0.17333333,214,,,,
493,216.5975915666732,4,0.30666667,207,,,,
494,113.62395800934412,4,0.19555555,211,,,,
495,7.046769741035647,2,0.15555556,221,,,,
496,56.60794116932295,3,0.17333333,218,,,,
497,173.7248878413006,4,0.25777778,209,,,,
498,40.516857520200624,3,0.14222223,215,,,,
499,211.54884102269372,6,0.2488889,207,,,,
500,125.69452281866049,3,0.26222223,217,,,,
501,136.4584876290305,4,0.23111111,211,,,,
502,67.67131520407392,2,0.19555555,216,,,,
503,146.46105049978175,4,0.23111111,213,,,,
504,255.26896838265344,6,0.33777776,204,,,,
505,81.87550552237141,4,0.18666667,214,,,,
506,15.925350061890843,2,0.13333334,217,,,,
507,102.5587506218974,3,0.19111112,214,,,,
508,-16.612005466163698,3,0.11111111,222,,,,
509,-25.235980435759313,3,0.12,223,,,,
510,154.30277761206202,3,0.24,207,,,,
511,152.92058919226767,5,0.2711111,217,,,,
512,101.12911158380481,3,0.20888889,214,,,,
513,142.15132956553776,3,0.22666667,209,,,,
514,113.06024283861444,2,0.23111111,211,,,,
515,249.1315640310662,5,0.2888889,202,,,,
516,144.46923756048454,3,0.24,209,,,,
517,79.52173535247218,3,0.21333334,215,,,,
518,94.5260304195654,4,0.18222222,217,,,,
519,120.23372213389523,4,0.26666668,219,,,,
520,114.74686301833803,3,0.26666668,219,,,,
521,95.17869402492478,3,0.18666667,213,,,,
522,109.35521876647859,4,0.24444444,219,,,,
523,154.28364750445334,3,0.23111111,207,,,,
524,158.9528488160211,4,0.26666668,213,,,,
525,138.52393316587938,4,0.25777778,214,,,,
526,121.71399270682117,2,0.28444445,215,,,,
527,-38.641015737722746,1,0.11111111,223,,,,
528,44.31451923732744,2,0.18666667,219,,,,
529,31.241808337715508,3,0.19555555,223,,,,
530,-99.32040691967661,1,0.14666666,231,,,,
531,97.93029180907067,3,0.23555556,217,,,,
532,147.93530850129142,3,0.29777777,215,,,,
533,47.28470239922611,3,0.19111112,220,,,,
534,55.73039840703429,5,0.15555556,218,,,,
535,35.77877526008886,2,0.16888888,218,,,,
536,31.03797038062377,2,0.17777778,218,,,,
537,69.72715976699504,3,0.16888888,214,,,,
538,115.59841883178193,4,0.23555556,214,,,,
539,-24.88703017093178,1,0.14666666,222,,,,
540,6.277151944876019,2,0.15111111,222,,,,
541,16.560673983362285,2,0.16444445,224,,,,
542,129.07606235634097,4,0.28444445,218,,,,
543,132.63334261681626,4,0.22222222,212,,,,
544,-33.71641736712194,3,0.14666666,229,,,,
545,130.98932431221678,3,0.23555556,211,,,,
546,74.02445301389733,1,0.17333333,211,,,,
547,201.6322431236834,4,0.29777777,206,,,,
548,99.661286651164,2,0.26666668,218,,,,
549,198.8154711427895,4,0.30222222,207,,,,
550,10.618669205886006,1,0.11111111,213,,,,
551,79.81620696863375,2,0.21777777,214,,,,
552,43.79362262703916,3,0.17333333,221,,,,
553,4.32623081184113,3,0.115555555,220,,,,
554,77.25068368675696,3,0.2,216,,,,
555,95.18387613307081,3,0.19555555,213,,,,
556,-18.457578948543674,1,0.12,221,,,,
557,40.37688565984069,3,0.16,216,,,,
558,122.68745646382847,4,0.21333334,213,,,,
559,173.2913301593244,5,0.23555556,207,,,,
560,69.76938693522679,3,0.19111112,217,,,,
561,55.11766883177574,2,0.20888889,217,,,,
562,96.21651063602074,2,0.2488889,211,,,,
563,202.8534233147164,5,0.33333334,214,,,,
564,105.99579816342066,2,0.17333333,209,,,,
565,171.2522154241839,4,0.26222223,208,,,,
566,217.34590025480205,6,0.29777777,208,,,,
567,68.01714038178844,3,0.16444445,215,,,,
568,57.46364920022378,3,0.17333333,215,,,,
569,65.65632630119525,3,0.13777778,213,,,,
570,36.41020143780165,3,0.19111112,221,,,,
571,-14.93968515081251,2,0.10666667,221,,,,
572,-10.891307678444006,2,0.09777778,222,,,,
573,-41.93555859568439,2,0.115555555,222,,,,
574,81.72357729175484,3,0.21777777,218,,,,
575,62.414286502313075,3,0.14222223,211,,,,
576,70.80813585504104,3,0.22222222,218,,,,
577,98.61734281175893,3,0.23555556,217,,,,
578,42.85604180836787,3,0.2,222,,,,
579,68.16369100775194,3,0.18666667,215,,,,
580,44.33957974473192,2,0.15555556,215,,,,
581,146.76553807940843,4,0.24444444,210,,,,
582,120.56422438573132,5,0.21333334,218,,,,
583,145.61753041154273,4,0.2711111,214,,,,
584,101.72180401114782,4,0.19555555,212,,,,
585,154.91266183016378,4,0.24444444,210,,,,
586,203.2923967477725,5,0.26666668,209,,,,
587,66.01762334445692,3,0.16888888,213,,,,
588,-61.71453080713397,2,0.08444444,225,,,,
589,86.81337429274528,4,0.18666667,217,,,,
590,175.15058320700612,7,0.23555556,215,,,,
591,112.8344278013305,2,0.2,210,,,,
592,86.34943036379283,2,0.18666667,213,,,,
593,15.741446895490645,2,0.19555555,224,,,,
594,15.833470871963517,2,0.16888888,219,,,,
595,202.07096070754005,4,0.2711111,204,,,,
596,143.31871310512724,3,0.28444445,214,,,,
597,11.570801528931357,2,0.13777778,216,,,,
598,65.10186798210165,3,0.15111111,211,,,,
599,137.47949145785947,5,0.21333334,214,,,,
600,47.78916163188428,3,0.16888888,219,,,,
601,99.18285175161843,4,0.17333333,213,,,,
602,101.2277229441692,3,0.24444444,216,,,,
603,-12.617036102563013,1,0.15111111,219,,,,
604,69.59447773957659,3,0.16888888,215,,,,
605,61.95681011415045,4,0.2488889,224,,,,
606,13.794251064182772,1,0.16444445,218,,,,
607,4.974484371658961,1,0.13777778,220,,,,
608,239.74190770399807,6,0.30666667,205,,,,
609,92.81375597283395,3,0.2488889,218,,,,
610,225.1766247357201,5,0.26666668,203,,,,
611,101.0207603980679,5,0.20444444,219,,,,
612,139.07256715941537,3,0.19555555,207,,,,
613,-37.149348285373655,2,0.11111111,222,,,,
614,47.185757286999525,1,0.14666666,214,,,,
615,53.93958354023097,2,0.16888888,215,,,,
616,130.40099501855497,3,0.23555556,207,,,,
617,52.09498513791419,3,0.21777777,221,,,,
618,211.64770255798442,6,0.2888889,209,,,,
619,29.41510040853972,2,0.16444445,218,,,,
620,35.00993407393419,3,0.18222222,223,,,,
621,129.38155953230626,4,0.19555555,214,,,,
622,60.16306267076127,3,0.16,217,,,,
623,124.80308296535182,2,0.2,205,,,,
624,95.2466999293781,4,0.19555555,214,,,,
625,186.95111238668912,5,0.3511111,217,,,,
626,27.435671113356634,1,0.16888888,217,,,,
627,123.96497908771703,4,0.28444445,219,,,,
628,189.98720426528152,5,0.26666668,208,,,,
629,27.398409929851894,3,0.13777778,222,,,,
630,161.10392538307994,5,0.26222223,211,,,,
631,113.07570305300057,4,0.20888889,214,,,,
632,81.61567388970074,3,0.17777778,214,,,,
633,62.36948142030862,3,0.21333334,221,,,,
634,46.446810782143785,3,0.24444444,225,,,,
635,42.59099614197915,3,0.13777778,216,,,,
636,196.55070058529947,5,0.30222222,207,,,,
637,71.49127690317503,1,0.16888888,210,,,,
638,141.93002416683143,3,0.22222222,206,,,,
639,46.698096979008476,3,0.18666667,222,,,,
640,161.94960116378485,5,0.26666668,213,,,,
641,76.47021202309458,3,0.22666667,220,,,,
642,109.19944943578,3,0.27555555,219,,,,
643,168.636546861816,4,0.29777777,215,,,,
644,91.6415005225316,3,0.24,216,,,,
645,115.90286605624392,3,0.19555555,207,,,,
646,70.27348144502879,3,0.17333333,214,,,,
647,2.2468442634190624,2,0.16,223,,,,
648,2.088295645978803,3,0.18666667,225,,,,
649,172.47613772153952,5,0.25777778,212,,,,
650,49.91406519789026,3,0.20444444,222,,,,
651,64.51643516526244,3,0.18222222,215,,,,
652,73.65165128928986,4,0.13777778,214,,,,
653,77.2600891371517,3,0.2488889,220,,,,
654,14.382447913035394,2,0.18666667,226,,,,
655,56.73488559666875,2,0.18222222,215,,,,
656,151.93437143782313,4,0.24,211,,,,
657,87.99143566101685,5,0.23111111,220,,,,
658,147.9738277534668,4,0.23555556,210,,,,
659,61.63644627744444,4,0.19555555,220,,,,
660,154.475041101172,5,0.26222223,210,,,,
661,90.94305953961471,3,0.19555555,213,,,,
662,95.92783231786021,3,0.19111112,211,,,,
663,157.69952098802955,5,0.27555555,215,,,,
664,45.70802435001589,3,0.16888888,219,,,,
665,-43.0653554133719,1,0.13333334,225,,,,
666,132.8135172313927,4,0.26666668,216,,,,
667,119.93349495476824,4,0.22222222,214,,,,
668,95.47891096088163,4,0.25777778,219,,,,
669,212.13182014730597,4,0.30666667,206,,,,
670,117.11312588836459,2,0.19555555,208,,,,
671,20.836113684852226,2,0.16888888,216,,,,
672,57.02428463766276,2,0.16444445,213,,,,
673,123.13085815328442,3,0.25333333,215,,,,
674,95.35659257483047,3,0.19111112,214,,,,
675,131.14702221857056,4,0.26666668,213,,,,
676,158.39304667439495,6,0.28,216,,,,
677,68.1783573564333,4,0.20888889,220,,,,
678,158.7139669124925,3,0.26666668,211,,,,
679,106.71674389650094,4,0.2488889,216,,,,
680,57.214265686498905,2,0.18222222,217,,,,
681,124.53712647230843,2,0.23111111,212,,,,
682,93.07155579519257,4,0.18666667,215,,,,
683,160.68581753029562,5,0.25333333,214,,,,
684,-18.578527912905432,2,0.11111111,219,,,,
685,50.44758037288223,2,0.16,217,,,,
686,153.6462679802017,4,0.27555555,213,,,,
687,41.903070346530605,2,0.15111111,215,,,,
688,94.46872997848,3,0.15555556,213,,,,
689,-27.5156420699377,2,0.11111111,223,,,,
690,94.34414604746092,2,0.20444444,212,,,,
691,-64.28345445755089,1,0.10222222,225,,,,
692,100.9121989863282,3,0.2,212,,,,
693,131.83098600095758,5,0.22666667,215,,,,
694,127.30063563165463,5,0.20888889,215,,,,
695,93.48235955607885,4,0.22222222,216,,,,
696,138.27731861095515,5,0.25333333,217,,,,
697,176.40357824918274,4,0.28,212,,,,
698,35.49609524051027,1,0.16444445,217,,,,
699,163.30124417640963,4,0.24444444,207,,,,
700,-53.48030674227014,2,0.115555555,226,,,,
701,152.42516103931393,3,0.2711111,211,,,,
702,120.52103432097219,4,0.20888889,211,,,,
703,139.3745012529197,4,0.17333333,208,,,,
704,146.79046548121516,4,0.22666667,208,,,,
705,-2.144242128068192,0,0.13333334,216,,,,
706,4.023784254136414,2,0.16,224,,,,
707,75.25277460389665,4,0.20888889,220,,,,
708,233.2534087901474,6,0.25333333,204,,,,
709,183.18413210908156,5,0.2888889,212,,,,
710,192.06252537893835,4,0.29333332,208,,,,
711,202.79115520448417,6,0.29333332,210,,,,
712,88.86539552801901,3,0.21777777,215,,,,
713,258.3361917779266,6,0.33333334,208,,,,
714,176.9149989530726,5,0.25333333,209,,,,
715,276.9943344472522,6,0.33333334,204,,,,
716,88.06198873002317,3,0.19555555,213,,,,
717,138.50117463425585,3,0.25333333,209,,,,
718,72.60642905951738,1,0.20444444,214,,,,
719,98.80677265280967,4,0.23111111,218,,,,
720,-4.690066478234577,3,0.20444444,226,,,,
721,39.731569863297295,2,0.14222223,214,,,,
722,53.959736317406055,1,0.18666667,215,,,,
723,189.92127156126674,3,0.3288889,208,,,,
724,73.33838323179485,2,0.17333333,215,,,,
725,96.31791669485384,4,0.21777777,216,,,,
726,211.52057448204565,6,0.29777777,210,,,,
727,185.24566814595735,5,0.27555555,211,,,,
728,57.63919251288119,2,0.12444445,209,,,,
729,154.55423576901444,4,0.28444445,211,,,,
730,152.21178112351402,4,0.20888889,206,,,,
731,63.13500312948419,3,0.16,215,,,,
732,120.584843437066,3,0.17333333,207,,,,
733,207.25610035944857,4,0.32,208,,,,
734,123.29245087060127,3,0.24,209,,,,
735,87.8640163099023,4,0.20444444,216,,,,
736,73.99237410977815,3,0.17777778,217,,,,
737,186.88908183296007,4,0.22222222,206,,,,
738,64.9439884815854,3,0.18666667,219,,,,
739,-5.2162993134052895,2,0.14222223,223,,,,
740,195.23121610523097,4,0.2711111,208,,,,
741,91.7301482408777,4,0.20444444,215,,,,
742,90.14166593617392,3,0.16,211,,,,
743,165.0454028056293,5,0.23111111,211,,,,
744,154.45010672968635,4,0.2,207,,,,
745,138.02835374370588,4,0.2488889,214,,,,
746,147.23175613368375,4,0.24444444,213,,,,
747,48.58511168580603,3,0.15111111,216,,,,
748,121.57743184571594,4,0.20888889,212,,,,
749,61.9585168531705,3,0.17777778,219,,,,
750,168.61556101209982,3,0.2711111,209,,,,
751,144.4641544803474,3,0.22666667,207,,,,
752,62.9355061662316,3,0.16888888,214,,,,
753,-51.06094764595495,2,0.09777778,223,,,,
754,81.85349745504965,2,0.19555555,216,,,,
755,58.92925327031115,3,0.16888888,219,,,,
756,223.5534619169783,6,0.3288889,212,,,,
757,101.70183644215872,2,0.25333333,215,,,,
758,205.19922613197429,5,0.34666666,212,,,,
759,103.53444032385468,3,0.21333334,215,,,,
760,123.6982659216792,2,0.25777778,214,,,,
761,170.1428126290588,4,0.22666667,207,,,,
762,145.61234487852767,3,0.2488889,209,,,,
763,156.20589387853,3,0.26666668,214,,,,
764,70.52853110944493,2,0.20888889,219,,,,
765,3.921671721709038,2,0.115555555,220,,,,
766,144.40598692125204,3,0.20888889,207,,,,
767,85.05797507447033,4,0.22222222,216,,,,
768,157.00580874383726,4,0.20888889,206,,,,
769,201.69650696716118,5,0.32444444,211,,,,
770,98.56642524040114,3,0.21333334,213,,,,
771,102.2642539416462,3,0.26222223,215,,,,
772,61.93273013607436,2,0.16888888,212,,,,
773,60.89013437611171,2,0.14666666,212,,,,
774,116.76837987805676,3,0.26222223,217,,,,
775,157.47313277121174,4,0.23555556,212,,,,
776,-4.124163069879065,2,0.16,223,,,,
777,91.3115384892589,4,0.12888889,208,,,,
778,190.75141640135286,5,0.25777778,207,,,,
779,86.58414028737083,3,0.23111111,217,,,,
780,184.5439322999224,4,0.25333333,207,,,,
781,92.7293067822134,3,0.21333334,213,,,,
782,136.07492278643963,4,0.22222222,211,,,,
783,207.49129313005673,6,0.28444445,213,,,,
784,100.64305337510643,4,0.19555555,213,,,,
785,139.70023010919687,3,0.25333333,212,,,,
786,132.60981584717845,3,0.26222223,215,,,,
787,232.53775890334282,5,0.32,207,,,,
788,52.19809938355841,2,0.13333334,212,,,,
789,150.5418689627231,5,0.19555555,209,,,,
790,138.83625430185,4,0.21333334,207,,,,
791,38.88191964682538,3,0.18666667,218,,,,
792,148.6487133868831,2,0.2711111,208,,,,
793,17.827878889903033,2,0.19111112,222,,,,
794,46.228617775409404,3,0.18666667,220,,,,
795,191.37843153707448,4,0.23111111,202,,,,
796,43.18075505332766,2,0.21333334,220,,,,
797,-18.540167516138606,1,0.115555555,221,,,,
798,67.82159204211642,3,0.19111112,217,,,,
799,289.5523781277234,6,0.33333334,202,,,,
800,73.61230689215164,2,0.23555556,218,,,,
801,111.26114453088893,2,0.21777777,211,,,,
802,110.57340047156501,3,0.29333332,218,,,,
803,92.90509550440204,3,0.17777778,209,,,,
804,143.77370012011448,3,0.18666667,203,,,,
805,176.73656441069977,6,0.2488889,212,,,,
806,14.371622336605386,3,0.14222223,219,,,,
807,188.65147205786835,4,0.26222223,205,,,,
808,109.27845993422352,3,0.16444445,207,,,,
809,164.79402639364474,4,0.26666668,210,,,,
810,200.62677475741123,4,0.29333332,206,,,,
811,147.55654779377844,4,0.27555555,213,,,,
812,126.45959709024474,2,0.20444444,207,,,,
813,219.37732753476243,4,0.3511111,211,,,,
814,153.32831179729192,4,0.25333333,212,,,,
815,99.6693595107365,3,0.2,213,,,,
816,62.15488682071526,3,0.20888889,217,,,,
817,80.84086791338184,1,0.16,209,,,,
818,208.2432068854156,5,0.2488889,204,,,,
819,205.58120245348113,6,0.2888889,212,,,,
820,177.411364848377,3,0.31555554,209,,,,
821,124.3746905282248,3,0.2,209,,,,
822,65.55275040024542,3,0.12888889,213,,,,
823,264.9552634887827,7,0.32,207,,,,
824,96.12691229453395,2,0.18666667,212,,,,
825,201.6451245198204,4,0.25777778,202,,,,
826,97.19396534990848,3,0.16888888,209,,,,
827,105.30338016767935,2,0.22222222,213,,,,
828,218.50018711607345,4,0.28,201,,,,
829,174.06452019093354,4,0.24,206,,,,
830,131.36281984286163,5,0.21333334,215,,,,
831,143.04653866130266,4,0.21777777,210,,,,
832,168.39862196092446,5,0.25777778,209,,,,
833,23.881494636105053,2,0.14666666,220,,,,
834,31.7146771351999,1,0.15111111,214,,,,
835,100.69542058828037,3,0.20444444,213,,,,
836,150.6886825030673,4,0.23555556,209,,,,
837,187.5567730378774,6,0.22666667,208,,,,
838,79.68975655294973,3,0.19555555,215,,,,
839,179.305809449578,4,0.31111112,212,,,,
840,124.39842154022699,3,0.21777777,206,,,,
841,247.5046972483506,6,0.31111112,207,,,,
842,125.38753218022796,3,0.20444444,209,,,,
843,198.88575808580617,4,0.24444444,200,,,,
844,153.70675667424766,4,0.24,209,,,,
845,190.38761320704046,4,0.2488889,207,,,,
846,14.454264988975057,1,0.17333333,219,,,,
847,-32.73623318556902,2,0.15111111,225,,,,
848,197.95644938354036,4,0.2488889,204,,,,
849,182.84114922331867,3,0.3288889,213,,,,
850,96.25425004038233,2,0.2,212,,,,
851,128.84554450516404,3,0.18222222,207,,,,
852,101.06110054188986,3,0.16888888,210,,,,
853,117.82654722906713,3,0.2,210,,,,
854,104.26952473109581,3,0.2,213,,,,
855,48.69261525227821,2,0.13777778,212,,,,
856,115.51132837628204,3,0.19555555,207,,,,
857,120.79794199175237,3,0.22666667,213,,,,
858,96.31288733888586,2,0.19111112,211,,,,
859,56.391676599451515,2,0.20444444,217,,,,
860,251.58894232539203,7,0.32,210,,,,
861,101.15190753357065,3,0.17777778,210,,,,
862,241.5790798747043,5,0.33333334,209,,,,
863,137.4251224423566,3,0.21333334,208,,,,
864,108.23945885712648,3,0.21333334,213,,,,
865,86.70526687853543,3,0.23111111,217,,,,
866,47.0169099701383,2,0.16,218,,,,
867,135.08719011909386,4,0.18222222,206,,,,
868,119.92330620311957,4,0.24,215,,,,
869,191.537393496729,5,0.2711111,207,,,,
870,127.71607692906613,4,0.17333333,208,,,,
871,109.5629461767379,2,0.20888889,212,,,,
872,250.0915006869614,7,0.28,205,,,,
873,74.66107074181369,3,0.17333333,213,,,,
874,157.11356726330013,4,0.22222222,209,,,,
875,208.0282243347659,6,0.23111111,207,,,,
876,132.6436366300845,4,0.26666668,213,,,,
877,164.0518630088338,5,0.25777778,212,,,,
878,13.924494247972797,1,0.14222223,219,,,,
879,98.75888228511451,4,0.16444445,212,,,,
880,68.78511259823142,2,0.16,211,,,,
881,146.96058139420438,3,0.27555555,214,,,,
882,149.04519160465384,3,0.21777777,205,,,,
883,194.20344099425387,4,0.2888889,210,,,,
884,69.81642975343539,3,0.2,218,,,,
885,198.28125444719635,5,0.28,207,,,,
886,158.04809811372448,4,0.24,206,,,,
887,135.18502769836005,5,0.17777778,207,,,,
888,27.485702811116525,3,0.10222222,213,,,,
889,157.2221170655004,4,0.2488889,210,,,,
890,98.34319276175233,3,0.18222222,210,,,,
891,76.15496240678767,2,0.19555555,214,,,,
892,222.1841004404258,4,0.31111112,203,,,,
893,53.77138729396204,2,0.15555556,216,,,,
894,88.35104913870214,2,0.17777778,208,,,,
895,174.75315178440852,4,0.25333333,209,,,,
896,114.70376168649551,2,0.25333333,213,,,,
897,186.81389693160048,4,0.30222222,209,,,,
898,189.71973313140012,4,0.2888889,208,,,,
899,97.65849084238114,3,0.19111112,212,,,,
900,144.80385814148295,4,0.28444445,216,,,,
901,96.2260387402958,3,0.18666667,213,,,,
902,194.50115354470924,4,0.23555556,205,,,,
903,94.42975296432807,3,0.21333334,214,,,,
904,78.11147902198074,3,0.2,214,,,,
905,201.3862504501112,4,0.28,206,,,,
906,143.34612692936975,3,0.23111111,208,,,,
907,134.9975769849405,3,0.24,210,,,,
908,213.1476059762225,6,0.28,210,,,,
909,178.51331874529032,4,0.29777777,208,,,,
910,231.5479662807449,6,0.28444445,205,,,,
911,125.26541743480195,3,0.20888889,210,,,,
