episode,reward,victims_rescued,coverage_ratio,steps,total_loss,actor_loss,critic_loss,entropy
87,50.57093522153867,7,0.20888889,150,4.266338070070273,-0.011046742040075753,4.277384812110348,0.20275751893457614
88,56.26577339709499,5,0.16888888,150,4.662440783050108,0.012412883684431253,4.650027899365676,0.20736629996252687
89,23.360660520036856,4,0.12,150,4.947378475396698,-0.006669034317478929,4.954047509714177,0.20656500197947025
90,58.41811608401758,7,0.28,150,4.4382705920265595,0.0027583567364337412,4.435512235290126,0.21462792207143808
91,18.64431264021575,5,0.20888889,150,4.143842508605878,0.007112607831674579,4.136729900774203,0.20939862169325352
92,61.82000683443285,7,0.21333334,150,4.281787369927195,0.005359579404619963,4.276427790522575,0.20073860471970156
93,11.434447971102069,5,0.14666666,150,4.535818382803547,-0.0004205322383265746,4.536238915041873,0.20186243774859527
94,66.53314080732774,7,0.28444445,150,4.2929091326659545,0.009584739663344072,4.28332439300261,0.2034116217768506
95,21.748932819031435,6,0.18666667,150,4.799266857088935,0.01304114055452182,4.786225716534414,0.20000594844551464
96,30.080733568443364,3,0.07111111,150,4.445798628142495,-0.01031858698268862,4.456117215125184,0.1908086346168267
97,48.01756451205348,6,0.20888889,150,4.2323153376867255,-0.004258164734653148,4.236573502421379,0.20793649073886245
98,66.1141396459181,7,0.25333333,150,3.8692555490415543,0.018785014760827546,3.850470534280727,0.19321887146093344
99,72.12037341925769,7,0.2888889,150,4.27525913752738,-0.008997818767583292,4.284256956294963,0.20646694018260428
100,73.6736718490113,13,0.37333333,150,3.2173353105991787,-0.002523818904975135,3.2198591295041536,0.19839408189842575
101,64.19857748374258,10,0.28,150,4.506106626977654,-0.004220269081231795,4.510326896058886,0.19022094683819696
102,59.670195091769635,6,0.20444444,150,4.728716659096167,-0.009965936426612499,4.73868259552278,0.189230908688746
103,52.589745978640984,7,0.25333333,150,3.584559718630963,-0.00900650142667521,3.593566220057638,0.20355281498479216
104,61.22622175487644,6,0.21333334,150,4.489947065355648,0.005162062258214543,4.484785003097434,0.21110931146693857
105,52.43151090261042,6,0.2,150,3.4406173209335016,0.0020109152047600794,3.4386064057287418,0.20777780209716998
106,43.786348269116,11,0.28,150,3.4803291184362024,0.0012820956762880087,3.4790470227599144,0.20430111963497966
107,74.29175982242523,8,0.2711111,150,4.282324549147712,0.017309381522385304,4.265015167625327,0.20402427027492145
108,46.572553549779116,7,0.25777778,150,3.384844966882252,0.006376373789910423,3.3784685930923413,0.20490850743494535
109,68.06795883086936,5,0.22222222,150,4.057988769668889,0.0007305762387420002,4.0572581934301475,0.21447183789783403
110,0.6861764923067084,6,0.14222223,150,4.605414033101528,0.012020441427777865,4.593393591673751,0.19496721342990272
111,57.93841235902318,6,0.19111112,150,3.4598011233794845,0.023899589371132225,3.4359015340083525,0.20214140954378404
112,46.680435539033745,13,0.34666666,150,4.3103775550292704,-0.01170760985022705,4.322085164879498,0.2075256562154544
113,70.71874792175724,8,0.29333332,150,3.690975810272472,0.012423588961705957,3.678552221310766,0.20116544230596015
114,46.36354747196536,8,0.26666668,150,4.11198204010725,0.0187714903762466,4.093210549731004,0.1857410242879077
115,16.355876589169384,8,0.19111112,150,4.132351965637338,0.010360257546907585,4.121991708090431,0.20631700891413188
116,47.995310448247736,6,0.21333334,150,4.98224521702229,0.0275033735853963,4.954741843436894,0.1861092744297103
117,67.96742228549488,4,0.19555555,150,4.125654353496716,-0.008305110839979821,4.133959464336696,0.18744619965161147
118,60.31141560712227,6,0.2,150,4.395331055832733,0.0428669046071407,4.352464151225592,0.16391420521234212
119,66.49214768945203,8,0.2711111,150,2.9146991347845055,0.0008090161228258358,2.91389011866168,0.17011705491887896
120,65.60798752036573,8,0.26222223,150,3.6872960175019935,0.012509481184870788,3.674786536317123,0.17273606845226727
121,10.23606901377783,4,0.11111111,150,3.6445376382233867,-0.007265279620983883,3.6518029178443707,0.1706639350833077
122,24.02515284947337,5,0.13777778,150,4.230711443031109,0.012139425637494577,4.2185720173936145,0.17360627964923256
123,27.41968299166448,5,0.19555555,150,3.99166408197121,-0.0029209866311008994,3.9945850686023108,0.1672377058451897
124,10.80663727778295,8,0.2,150,3.832089308159132,-0.005724663699143811,3.8378139718582758,0.17228097890160585
125,43.227376591538196,3,0.08888889,150,3.686827200709989,0.004350319406703899,3.6824768813032853,0.18378406782683573
126,46.42968495108489,6,0.21777777,150,4.084471108122288,0.010369009117742902,4.074102099004545,0.17125529384142474
127,64.05956865135295,7,0.21777777,150,3.9925262348383272,-0.005152048959739898,3.9976782837980673,0.17041921885193964
128,40.37629345112842,7,0.20888889,150,3.293156649997017,-0.005476117642645381,3.298632767639662,0.15663272809041173
129,45.546568414419006,8,0.29333332,150,3.757932145601923,0.006325177713542392,3.7516069678883803,0.165401015136587
130,73.91327897959441,4,0.2,150,4.24629440442904,-0.006454138281313996,4.252748542710354,0.1817674558413656
131,37.627132661184625,8,0.26222223,150,3.8582214736379683,0.019975899841244284,3.838245573796724,0.1801570385302368
132,48.69211812944578,8,0.25333333,150,3.266622648390598,0.0027329250802531056,3.263889723310345,0.1753630335197637
133,68.94149969399334,6,0.23111111,150,3.8434130812590745,0.030336245545186102,3.8130768357138884,0.16705830689323575
134,52.44268056470933,3,0.18666667,150,3.7920344262690233,-0.0006226353580132127,3.7926570616270365,0.1670746263606768
135,65.00426088740244,8,0.27555555,150,3.3957803995152447,0.012082198022031471,3.383698201493213,0.17024506040309606
136,71.96373139581435,7,0.30222222,150,3.4739183976351726,0.005753381931419044,3.4681650157037534,0.17168124745550908
137,39.44614061895637,3,0.14222223,150,3.7808978279782948,-0.004251016928863369,3.7851488449071584,0.16291475952848009
138,-3.7013593358758,6,0.15111111,150,3.413651546530769,0.0038096086845096004,3.409841937846259,0.15586675551572912
139,62.01613098629669,8,0.23111111,150,3.62224133767641,-0.004183517631118823,3.626424855307529,0.1718907019515571
140,69.36831999589839,13,0.3422222,150,4.067170083859788,0.030805331648719545,4.036364752211068,0.18145791480415746
141,56.26442109457871,3,0.11111111,150,3.7172947497670785,0.005067357413568779,3.7122273923535096,0.1730325388673105
142,63.54540437816237,3,0.10666667,150,3.484682838389601,0.00014368484507461913,3.4845391535445263,0.16086093669659213
143,59.876956435503104,5,0.17333333,150,5.054469918372649,0.009534326461633961,5.044935591911015,0.1698161513593636
144,75.0,8,0.26666668,150,3.3495312594367483,0.004897537053023514,3.344633722383725,0.16638667209956207
145,70.83468644296848,9,0.31111112,150,3.4314024884094434,-0.008594281928564765,3.4399967703380083,0.1689682662683098
146,75.0,8,0.30222222,150,3.808959118262129,0.005054477430684001,3.8039046408314454,0.16983745051057716
147,40.03060441657721,8,0.25777778,150,3.5496195165400612,0.005732940103993506,3.543886576436068,0.1673740256871832
148,52.21031563328926,5,0.16,150,3.340848100843447,-0.008660831703118196,3.3495089325465655,0.16644289158284664
149,68.91283989640958,8,0.28,150,4.010085666913686,0.008734676662195278,4.001350990251491,0.16743038168275043
150,67.71274402950968,7,0.23555556,150,3.1212377949299195,0.02405738880808808,3.097180406121831,0.15904610211911954
151,68.0,5,0.24444444,150,3.420388186172778,-0.007412290378277631,3.427800476551056,0.1529957330050437
152,56.21088942951232,9,0.26666668,150,3.591702451831416,-0.001616609331808592,3.593319061163225,0.16189272858594594
153,71.98927515566575,6,0.2711111,150,4.021566705796623,0.027555938534389594,3.994010767262233,0.15949849637323305
154,56.65835218668527,12,0.36444443,150,3.184779400226513,-0.0013469691682410868,3.186126369394754,0.15250725235397877
155,48.80134002867056,6,0.21777777,150,3.989145044672401,0.007790341427990873,3.98135470324441,0.16179640189205347
156,74.64092057709439,14,0.46222222,150,4.075457335964433,0.01711751900515274,4.058339816959281,0.16300768106195487
157,68.7168320913576,8,0.28444445,150,3.898648260502868,-0.007779588777339086,3.906427849280207,0.15314066728675052
158,39.13157481522468,4,0.08888889,150,3.2238672193152045,0.005125042032695522,3.218742177282509,0.15501624032070763
159,65.71778374192832,8,0.29777777,150,3.907886435106201,-0.003980794455856085,3.911867229562057,0.1434616122983004
160,74.1476074459875,9,0.36,150,3.3677607964859098,0.003447665777792664,3.3643131307081173,0.1533370817472276
161,69.31200713861122,9,0.37777779,150,3.697794773383066,-0.006144167647059811,3.7039389410301258,0.16575366611543454
162,67.00104378988233,7,0.25777778,150,3.5838096564402804,-0.007417111112245996,3.5912267675525262,0.162472730992656
163,67.56503178383727,7,0.21777777,150,3.1178822931833565,0.032394740019777886,3.0854875531635786,0.15150499417397537
