episode,reward,victims_rescued,coverage_ratio
2511,-27.84793110885182,4,0.14666666
2512,-43.15657221227931,3,0.12
2513,-74.5795732620336,1,0.09777778
2514,-45.23784254928474,4,0.11111111
2515,-56.253904608221475,3,0.09777778
2516,-62.348503333332886,2,0.115555555
2517,-88.47404872279638,2,0.062222224
2518,-42.8918931155163,4,0.075555556
2519,-54.54333642307984,3,0.08
2520,-42.759795813150674,4,0.10222222
2521,-56.14261794773112,2,0.11111111
2522,-26.642262755812425,5,0.14666666
2523,-44.38929332895232,4,0.12444445
2524,-48.85879608298684,3,0.10222222
2525,-68.40159291808081,2,0.13777778
2526,-58.56217322179012,3,0.075555556
2527,-73.96819047228404,1,0.10222222
2528,-52.360728072352934,3,0.08
2529,-64.34149555368815,2,0.09777778
2530,-27.47805021582493,5,0.13777778
2531,-42.60799225465779,4,0.13333334
2532,-39.797276582504935,3,0.115555555
2533,-36.41192732422651,4,0.115555555
2534,-67.20926302765074,2,0.093333334
2535,-51.44783126396083,4,0.08444444
2536,-54.48271354668181,2,0.08888889
2537,-46.95562969559564,4,0.093333334
2538,-45.601834357223545,3,0.11111111
2539,-42.57712150003808,3,0.15111111
2540,-58.63347820597309,2,0.12
2541,-43.405293895829445,3,0.12888889
2542,-51.384032907807686,2,0.09777778
2543,-27.1692924691308,5,0.12888889
2544,-33.49034034326082,5,0.115555555
2545,-62.5130587141452,2,0.10666667
2546,-20.584476232828735,5,0.14666666
2547,-50.17175439899483,3,0.12888889
2548,-51.59913470630691,4,0.08888889
2549,-53.987292837778,2,0.093333334
2550,-57.87174173328746,2,0.12888889
2551,-47.16134026272592,3,0.12888889
2552,-58.95949681469976,2,0.06666667
2553,-33.399274009692256,4,0.115555555
2554,-70.4966137694148,1,0.12
2555,-45.631573208484646,3,0.115555555
2556,-76.59178760368518,1,0.06666667
2557,-49.38161814103301,2,0.115555555
2558,-63.55846504391772,3,0.115555555
2559,-97.5275274782847,1,0.035555556
2560,-63.09016235655794,2,0.12888889
2561,-12.09910128419923,6,0.13333334
2562,-20.63999660131064,5,0.12888889
2563,-47.180280156537705,3,0.16
2564,-54.22948846898568,3,0.13333334
2565,-55.01300578286502,2,0.13777778
2566,-27.06577705101031,5,0.14666666
2567,-22.694393646080687,5,0.12
2568,-102.09047572740467,1,0.04
2569,-52.46689299775884,3,0.115555555
2570,-22.53908455170085,5,0.13777778
2571,-21.08051250799255,5,0.13777778
2572,-52.856935058502344,2,0.12444445
2573,-81.57641555987088,1,0.09777778
2574,-72.63318369429011,2,0.06666667
2575,-63.343691976486554,3,0.075555556
2576,-49.21258411742021,3,0.15555556
2577,-45.15316079454842,3,0.08888889
2578,-42.930621799804065,3,0.10666667
2579,-16.321630918742308,6,0.13333334
2580,-41.65136341816291,3,0.13777778
2581,-43.656671485378816,4,0.12888889
2582,-127.15903764405233,1,0.026666667
2583,-50.721931374469115,4,0.10666667
2584,-40.860372369322306,3,0.14222223
2585,-53.82471111892065,2,0.13333334
2586,-47.9101765706293,3,0.17777778
2587,-52.45552555494425,2,0.14666666
2588,-21.03468048119985,5,0.12888889
2589,-70.5622561771003,1,0.12
2590,-44.218060327347665,5,0.11111111
2591,-27.238630838752066,5,0.13777778
2592,-32.4121076165415,4,0.13777778
2593,-41.519500002368886,4,0.115555555
2594,-40.678628031153664,4,0.13777778
2595,-51.36016283271701,3,0.10222222
2596,-57.32264693260339,2,0.10666667
2597,-63.13104992776195,1,0.12
2598,-58.17704379111389,2,0.09777778
2599,-31.128895293486845,4,0.12888889
2600,-53.40954797772688,4,0.13333334
2601,-46.654086257871256,3,0.10666667
2602,-45.214572863610755,3,0.10666667
2603,-52.8210983530761,3,0.115555555
2604,-58.705469756706975,2,0.115555555
2605,-75.9686922640732,1,0.10222222
2606,-50.32354521348823,3,0.11111111
2607,-28.459096887655463,4,0.15555556
2608,-61.98483398489296,2,0.13777778
2609,-42.987060103267325,3,0.093333334
2610,-47.67021756295929,4,0.12444445
2611,-67.3324859229431,2,0.075555556
2612,-59.29967568675171,2,0.14222223
2613,-67.22914663094791,2,0.093333334
2614,-42.50178951798597,4,0.15555556
2615,-51.23896464166431,2,0.115555555
2616,-53.68606431611665,3,0.10222222
2617,-57.6516017745056,3,0.10222222
2618,-46.41689722086186,3,0.16444445
2619,-31.76182826396712,5,0.16
2620,-57.32034989386686,2,0.11111111
2621,-49.386166324310715,3,0.12444445
2622,-22.709049926332977,5,0.14666666
2623,-42.30627106326739,4,0.115555555
2624,-26.04002454835397,5,0.15555556
2625,-85.28062197776183,1,0.035555556
2626,-81.77640114123865,0,0.093333334
2627,-69.9990233626519,3,0.057777777
2628,-61.60487443702196,2,0.093333334
2629,-73.2375075192715,2,0.075555556
2630,-54.71130371876185,3,0.10222222
2631,-62.2827157701299,1,0.075555556
2632,-45.311089918873485,3,0.14666666
2633,-66.23382514058366,2,0.08888889
2634,-64.84879820542908,2,0.12
2635,-72.78155219307064,2,0.075555556
2636,-58.42438661758745,2,0.08888889
2637,-42.09177781938334,3,0.12
2638,-31.979655694548136,4,0.11111111
2639,-39.3460009457647,4,0.13333334
2640,-26.004581880526697,5,0.093333334
2641,-50.19003000120167,2,0.10222222
2642,-65.4412412404404,2,0.06666667
2643,-79.33465171228043,1,0.08888889
2644,-43.77170479392349,3,0.09777778
2645,-51.00741059644237,4,0.13333334
2646,-46.99769188042543,4,0.12444445
2647,-54.7769849564904,3,0.08
2648,-64.61797628142472,1,0.09777778
2649,-47.321319663192874,3,0.10222222
2650,-19.204055004313734,5,0.14222223
2651,-52.74356387644054,4,0.09777778
2652,-42.74605100060618,4,0.12
2653,-76.89521379840859,2,0.12444445
2654,-29.63032794292893,4,0.13777778
2655,-49.424730142939524,3,0.15111111
2656,-79.96701419971946,2,0.075555556
2657,-52.69182106652398,3,0.16444445
2658,-96.33434064105693,0,0.062222224
2659,-53.61946867106788,2,0.09777778
2660,-80.18847406973508,2,0.062222224
2661,-49.11596054034458,3,0.12444445
2662,-62.53502797597879,2,0.07111111
2663,-70.53970626813826,3,0.062222224
2664,-42.55223561543547,4,0.10222222
2665,-36.86171638222926,4,0.13333334
2666,-76.75715784906106,2,0.08444444
2667,-48.15739126122571,3,0.093333334
2668,-98.78811043143442,0,0.062222224
2669,-47.22057469121359,3,0.14222223
2670,-76.37312837010236,1,0.10666667
2671,-33.068739445522596,4,0.16
2672,-49.46058973410203,3,0.10222222
2673,-52.412161420406285,3,0.115555555
2674,-105.006972965673,1,0.026666667
2675,-95.72432432456608,1,0.07111111
2676,-65.91797990504605,2,0.062222224
2677,-32.08277832987133,4,0.14666666
2678,-47.59019573613164,4,0.10222222
2679,-32.603617330407744,4,0.16
2680,-61.758542633538575,2,0.16444445
2681,-54.642688447802875,3,0.15111111
2682,-56.47765970348375,3,0.12444445
2683,-24.10804280096737,5,0.13777778
2684,-53.215818302132206,2,0.13333334
2685,-44.81509001627021,3,0.08888889
2686,-49.06002903397499,2,0.11111111
2687,-64.59034470290244,2,0.10666667
2688,-40.52346098518458,4,0.16
2689,-54.38329830971828,3,0.12444445
2690,-75.58350827538256,1,0.10222222
2691,-46.4548944185243,3,0.12888889
2692,-39.800429927848796,3,0.13333334
2693,-76.28551692397849,2,0.09777778
2694,-44.855714688956,3,0.12
2695,-41.102049336157826,3,0.12444445
2696,-72.94777923486811,2,0.08888889
2697,-42.21868392679028,4,0.12444445
2698,-47.70050619655659,3,0.09777778
2699,-56.550593334529886,2,0.13777778
2700,-57.50900801093016,3,0.12
2701,-64.69233078163334,2,0.08444444
2702,-47.91869285309764,3,0.13333334
2703,-87.85610722369854,1,0.08
2704,-64.9735216083916,2,0.10666667
2705,-47.50302798334468,3,0.13333334
2706,-49.83881422101895,3,0.12888889
2707,-60.77570786257596,1,0.12444445
2708,-70.35956878724717,2,0.11111111
2709,-68.54741800765328,2,0.08888889
2710,-68.3986958141877,2,0.08
2711,-42.288576319754846,3,0.12888889
2712,-57.85521999348237,2,0.15111111
2713,-68.19169051007866,1,0.093333334
2714,-72.87903683669767,1,0.15555556
2715,-69.9293047651284,2,0.08888889
2716,-51.97335504007511,3,0.11111111
2717,-39.46320967335257,4,0.15555556
2718,-64.91833503850147,2,0.09777778
2719,-14.05491169746836,6,0.15111111
2720,-38.14475714166911,4,0.12888889
2721,-60.68222026736207,3,0.07111111
2722,-31.076505049747144,4,0.13777778
2723,-50.882617600649716,3,0.12
2724,-63.273191585186176,1,0.13333334
2725,-35.1296953675812,5,0.08444444
2726,-70.33369369337443,2,0.062222224
2727,-54.372346939915765,2,0.14222223
2728,-45.143337944223916,3,0.093333334
2729,-52.960577273239,2,0.13333334
2730,-70.60270127017775,1,0.10222222
2731,-53.99734439600755,2,0.11111111
2732,-24.49339060041938,5,0.16888888
2733,-45.28087599876916,3,0.11111111
2734,-59.18138900768279,2,0.12444445
2735,-51.6013410154257,3,0.12444445
2736,-42.73918191889941,4,0.093333334
2737,-46.36044801379474,3,0.13333334
2738,-47.822068252373384,3,0.10666667
2739,-29.37385103445121,4,0.115555555
2740,-30.423480453517193,5,0.14222223
2741,-37.444187393367514,4,0.14666666
2742,-57.60930228214901,2,0.11111111
2743,-66.59795063188822,2,0.06666667
2744,-70.62838103540724,2,0.093333334
2745,-50.61221062601202,3,0.15555556
2746,-49.99624390339055,4,0.11111111
2747,-40.95008087630342,4,0.14222223
2748,-51.579545720669955,2,0.13777778
2749,-44.44386776983156,3,0.10222222
2750,-64.82534343008608,2,0.13777778
2751,-44.3578752817523,3,0.13333334
2752,-50.1275903253306,3,0.14666666
2753,-67.24432259856641,2,0.11111111
2754,-52.57551395688215,3,0.093333334
2755,-47.756474254743566,3,0.11111111
2756,-57.52078169745965,3,0.09777778
2757,-47.30348084699708,3,0.13333334
2758,-45.554139243019236,3,0.13333334
2759,-44.789507076668755,3,0.12
2760,-85.97282338592083,1,0.08
2761,-61.47776155512986,1,0.08888889
2762,-47.00623781673878,3,0.12888889
2763,-50.17438771702589,3,0.075555556
2764,-49.79682107922534,2,0.15111111
2765,-58.012123693177,2,0.115555555
2766,-68.24038756605803,2,0.11111111
2767,-57.901626011807885,2,0.10222222
2768,-42.56126325576048,4,0.16
2769,-68.59624726591197,1,0.115555555
2770,-53.0618495181818,3,0.14666666
2771,-34.9622593519458,4,0.12888889
2772,-64.20102771192668,2,0.08444444
2773,-43.92494026695692,3,0.115555555
2774,-15.683636198034291,6,0.15111111
2775,-46.240663608438524,3,0.08
2776,-46.968982878032456,3,0.16888888
2777,-61.80982926519817,2,0.093333334
2778,-31.73431230869241,4,0.16888888
2779,-106.98284405095639,1,0.031111112
2780,-56.40043089052858,2,0.13777778
2781,-43.066905473542654,3,0.11111111
2782,-20.398200224505885,5,0.19555555
2783,-51.41863625062316,4,0.14666666
2784,-54.15911932657508,2,0.06666667
2785,-47.80864626196079,3,0.115555555
2786,-57.9800754221369,2,0.11111111
2787,-68.84816364241455,2,0.06666667
2788,-63.74555409176,2,0.07111111
2789,-51.389014217566675,2,0.08444444
2790,-42.66246669355312,3,0.13333334
2791,-35.30789347667572,4,0.13777778
2792,-52.06488503611138,2,0.12444445
2793,-56.26132482653143,2,0.11111111
2794,-58.63083934617307,2,0.07111111
2795,-66.71190607491049,2,0.12
2796,-52.007109484029385,3,0.12888889
2797,-52.439677157863905,3,0.093333334
2798,-61.88211674496588,2,0.08888889
2799,-63.511173482138396,2,0.12888889
2800,-47.449136165433316,3,0.08888889
2801,-44.01123890262337,3,0.12444445
2802,-48.2726048922677,3,0.15555556
2803,-60.96523962535614,2,0.09777778
2804,-43.08171444586648,3,0.08
2805,-23.295158047680033,5,0.14666666
2806,-53.45071513251843,3,0.10222222
2807,-29.622923802147866,4,0.14666666
2808,-19.253188372108184,5,0.14666666
2809,-58.593488746016924,2,0.12444445
2810,-39.6101718555142,5,0.13777778
2811,-33.1380260996129,4,0.12444445
2812,-51.59849967454492,3,0.13777778
2813,-18.605122253018997,5,0.12888889
2814,-56.20443153588894,3,0.093333334
2815,-54.36582831612428,4,0.08888889
2816,-39.686134359787296,4,0.12
2817,-35.96145695454724,4,0.12
2818,-30.49340267847527,4,0.10222222
2819,-59.74577555818986,2,0.16
2820,-77.90154717015857,2,0.075555556
2821,-42.57349782468874,4,0.12888889
2822,-68.49214635292094,2,0.08444444
2823,-86.81991273473686,1,0.062222224
2824,-57.19527496217918,3,0.10666667
2825,-36.802776444652515,4,0.13333334
2826,-49.82774700483465,2,0.13333334
2827,-50.87795461273734,2,0.093333334
2828,-59.00027845683141,2,0.13333334
2829,-42.95121103985927,3,0.14222223
2830,-44.15142659307437,3,0.12888889
2831,-51.73343810582793,3,0.13777778
2832,-55.63222551789885,2,0.093333334
2833,-76.14083199279408,1,0.08
2834,-53.972738802658355,3,0.06666667
2835,-60.40487564855029,3,0.11111111
2836,-60.28784557758357,2,0.12444445
2837,-49.0090053516622,3,0.12888889
2838,-69.3418284546987,1,0.10666667
2839,-58.8626047309581,2,0.10222222
2840,-61.6380918658478,2,0.16444445
2841,-78.98344752363738,1,0.115555555
2842,-32.43570804512923,5,0.12888889
2843,-67.9744404277325,2,0.08
2844,-34.61929092840757,5,0.12
2845,-70.32912454563902,2,0.075555556
2846,-76.63041475733692,2,0.10222222
2847,-34.408110129926996,4,0.15555556
2848,-53.75967226018149,2,0.12888889
2849,-48.75070741112109,3,0.10666667
2850,-42.03485075809232,3,0.08
2851,-68.54459643281697,1,0.13333334
2852,-37.15094810008325,4,0.14222223
2853,-60.90618176846083,2,0.13777778
2854,-69.69639649861834,1,0.09777778
2855,-46.47672670299041,3,0.13333334
2856,-63.022533715745745,2,0.10666667
2857,-47.425059556557045,4,0.093333334
2858,-39.78863613036459,3,0.15111111
2859,-43.37326307134873,4,0.14222223
2860,-50.34771602048155,4,0.12444445
2861,-30.226636317938326,4,0.12
2862,-41.86482392243569,4,0.15111111
2863,-57.376814514340786,2,0.10666667
2864,-32.723615005538655,4,0.15111111
2865,-45.20141756195274,3,0.13333334
2866,-51.67811548020811,2,0.10666667
2867,-47.95130081428749,3,0.10666667
2868,-50.7395433125399,2,0.11111111
2869,-61.19049632023821,2,0.13777778
2870,-40.54790266811056,4,0.14666666
2871,-57.29147731339282,2,0.08444444
2872,-60.0231440972695,1,0.12888889
2873,8.494674450072655,8,0.17333333
2874,-47.122000183337036,3,0.12888889
2875,-40.267501502609456,3,0.14666666
2876,-42.438137106346446,4,0.13333334
2877,-54.28752610694624,2,0.10222222
2878,-84.94658375369634,1,0.08444444
2879,-66.75304242854745,2,0.14222223
2880,-29.186980351553423,4,0.15111111
2881,-54.49505661991381,2,0.15555556
2882,-80.12052624678381,1,0.08
2883,-62.431540832197385,2,0.08444444
2884,-45.36808307297634,3,0.16
2885,-42.084490505179545,3,0.13777778
2886,-43.59206028722175,4,0.13777778
2887,-56.3268471364612,2,0.08888889
2888,-75.64845586333131,1,0.115555555
2889,-36.17143209492627,4,0.12888889
2890,-72.04908901217605,1,0.12888889
2891,-44.53148622551004,3,0.075555556
2892,-63.67740945892109,3,0.115555555
2893,-59.35038738160752,2,0.14666666
2894,-40.95637379301775,3,0.12888889
2895,-27.63116327555663,5,0.16444445
2896,-60.59954038413073,2,0.07111111
2897,-57.62818562835073,3,0.10222222
2898,-45.71961832688063,3,0.13777778
2899,-35.66694980158127,4,0.09777778
2900,-56.30756056023592,3,0.10666667
2901,-61.37184137613681,2,0.10666667
2902,-41.25469407579909,3,0.10222222
2903,-49.817788215333685,2,0.12444445
2904,-46.60269164489465,3,0.14222223
2905,-69.2808945267023,1,0.12
2906,-42.01738002374815,3,0.12888889
2907,-30.03234464020715,4,0.10666667
2908,-42.677661748505756,5,0.12
2909,-54.7488908238429,2,0.10222222
2910,-52.30736833639619,3,0.13333334
2911,-60.2374063243779,3,0.11111111
2912,-52.337025591235935,3,0.12
2913,-64.68930981883413,2,0.093333334
2914,-43.30065838838427,3,0.12888889
2915,-36.107587736988826,5,0.12888889
2916,-68.82737512829401,2,0.14222223
2917,-60.003737672394976,3,0.10666667
2918,-25.54312701297193,5,0.12888889
2919,-58.224057878550184,3,0.07111111
2920,-61.339049786817064,2,0.11111111
2921,-52.29169769992234,2,0.14666666
2922,-41.55181468822188,3,0.12
2923,-49.07348055800506,3,0.12
2924,-61.25229851012757,3,0.14666666
2925,-31.08836068959591,5,0.14222223
2926,-38.99775609930554,4,0.14666666
2927,-77.01722849308246,1,0.13333334
2928,-30.30943992627988,4,0.12444445
2929,-57.39856693516176,2,0.12444445
2930,-60.71231446036773,2,0.12888889
2931,-52.783191191566246,3,0.11111111
2932,-75.88328889534117,1,0.07111111
2933,-43.28010793817696,3,0.11111111
2934,-59.58585630413259,3,0.10666667
2935,-69.89497733785382,2,0.09777778
2936,-49.48230200294732,3,0.14222223
2937,-61.30856090019084,2,0.08888889
2938,-44.2586360946848,3,0.10222222
2939,-48.444266098568406,4,0.13777778
2940,-86.58755578921648,2,0.06666667
2941,-40.098882119063255,3,0.12
2942,-102.44533381293888,1,0.031111112
2943,-62.449113713244735,2,0.12888889
2944,-54.65646580959485,3,0.14222223
2945,-69.42286403168839,1,0.10666667
2946,-56.674216458582585,2,0.08444444
2947,-22.48292519136968,5,0.12
2948,-61.85835282777547,1,0.10666667
2949,-54.94788199389225,2,0.12
2950,-29.12963564799059,5,0.12444445
2951,-45.50899752828308,3,0.115555555
2952,-45.47368461995969,3,0.15111111
2953,-74.17090303552787,2,0.08888889
2954,-71.89465457251612,1,0.08
2955,-66.63099228211831,1,0.12
2956,-36.52696347578659,4,0.15555556
2957,-43.68950784666853,3,0.15555556
2958,-50.05476775293539,3,0.16
2959,-57.393600542902504,2,0.13333334
2960,-52.55226873663047,4,0.08
2961,-45.96530922938315,3,0.13333334
2962,-48.922296780741185,3,0.08444444
2963,-53.76020371559631,3,0.09777778
2964,-42.52077722970185,3,0.16
2965,-52.05458666280843,2,0.115555555
2966,-50.15486309438829,3,0.12
2967,-55.31961104461323,3,0.075555556
2968,-39.99385644720963,4,0.14222223
2969,-37.916277285206675,3,0.13777778
2970,-43.903926535232294,3,0.06666667
2971,-64.99221213290514,1,0.13777778
2972,-53.28508545095113,3,0.093333334
2973,-56.37251151438756,2,0.10222222
2974,-46.00044003236801,3,0.13333334
2975,-57.40295734837929,2,0.14222223
2976,-76.88135102780383,2,0.11111111
2977,-34.972810365984074,4,0.12444445
2978,-20.47929354844404,5,0.14666666
2979,-69.78007492761044,1,0.08
2980,-33.79904457023447,4,0.14222223
2981,-71.42599036304333,1,0.08444444
2982,-52.4718346228423,4,0.115555555
2983,-12.220953228952363,6,0.16
2984,-72.49396268575292,1,0.10666667
2985,-41.37249795047081,4,0.11111111
2986,-57.11348514877786,3,0.15111111
2987,-43.15135877294482,3,0.10666667
2988,-50.746814383000135,2,0.115555555
2989,-34.40577675969644,4,0.13333334
2990,-57.57005072667971,2,0.12
2991,-51.1015461606397,3,0.10666667
2992,-51.611273852000984,4,0.09777778
2993,-49.47099242453623,3,0.13333334
2994,-33.67690859446931,4,0.12
2995,-32.518019892331125,4,0.12888889
2996,-47.07694277337951,3,0.12888889
2997,-41.79128682266655,3,0.12888889
2998,-57.22168137616848,2,0.10666667
2999,-60.44212131864984,2,0.09777778
3000,-45.64128838501684,3,0.11111111
3001,-85.67046131557152,0,0.093333334
3002,-67.61525758113345,1,0.08
3003,-43.716468601944506,3,0.12
3004,-41.916777530477745,3,0.13333334
3005,-56.55941432921524,2,0.12444445
3006,-44.55992491258432,3,0.115555555
3007,-79.52884210483323,0,0.12888889
3008,-65.78120958333369,3,0.075555556
3009,-25.832670877591283,5,0.14222223
3010,-53.55559437099882,2,0.10222222
3011,-48.267296928166466,4,0.10666667
3012,-41.90131397483053,3,0.11111111
3013,-43.511010193221196,3,0.10222222
3014,-24.556542315430764,5,0.13333334
3015,-51.605279579637134,3,0.093333334
3016,-52.493139266503505,3,0.15111111
3017,-57.58377457161286,4,0.10666667
3018,-43.68331153655274,3,0.15111111
3019,-53.023394445431386,2,0.093333334
3020,-56.43308386693209,2,0.13777778
3021,-31.895560514339287,4,0.115555555
3022,-36.92011499456257,4,0.12888889
3023,-40.78362230448735,3,0.13333334
3024,-52.96028989341178,3,0.13777778
3025,-52.70951050774326,3,0.13777778
3026,-38.048973405812255,4,0.14666666
3027,-30.855441337621606,4,0.12444445
3028,-52.02580075289796,3,0.12
3029,-50.16683649726114,2,0.11111111
3030,-47.78505976908523,3,0.093333334
3031,-84.06642086053853,1,0.057777777
3032,-41.287155623910216,4,0.115555555
3033,-57.62062607839206,2,0.12444445
3034,-51.95236451647583,3,0.075555556
3035,-56.6477041680598,3,0.10666667
3036,-81.04434636273336,1,0.11111111
3037,-63.19903816189953,2,0.08
3038,-49.74721568149406,3,0.11111111
3039,-36.35327258308424,4,0.15555556
3040,-56.624742619696434,2,0.093333334
3041,-66.13763872275274,2,0.13333334
3042,-51.53025795195115,2,0.09777778
3043,-63.67031904504323,1,0.08888889
3044,-31.602632383088896,4,0.15111111
3045,-35.023784456037006,4,0.10666667
3046,-33.45464007739821,4,0.13333334
3047,-47.183721841665054,3,0.10666667
3048,-67.53332023278583,2,0.115555555
3049,-37.96279720171906,5,0.13333334
3050,-61.436472016236294,2,0.11111111
3051,-34.52086088685012,4,0.18222222
3052,-65.09570175577181,2,0.08444444
3053,-56.61772718399769,3,0.17333333
3054,-68.58691333040282,1,0.15555556
3055,-45.765084780873664,3,0.12888889
3056,-45.28344495101044,3,0.15111111
3057,-62.169274679923305,2,0.16
3058,-16.18876932297138,5,0.15111111
3059,-60.79295664349974,3,0.11111111
3060,-74.40566622524616,1,0.13333334
3061,-56.083391600559594,3,0.13777778
3062,-41.57164515439118,4,0.14222223
3063,-35.89890387565711,4,0.13777778
3064,-51.954820635878534,3,0.11111111
3065,-20.278736388003917,5,0.15555556
3066,-60.055225813424144,1,0.08888889
3067,-52.47543076825725,2,0.10222222
3068,-54.25944162641291,2,0.10222222
3069,-53.93179298102833,3,0.10666667
3070,-31.93960738649499,4,0.13333334
3071,-63.9674086653053,2,0.075555556
3072,-58.87118076699441,3,0.11111111
3073,-50.08234132715789,4,0.10222222
3074,-34.140450275455024,4,0.16
3075,-53.255960067957076,3,0.115555555
3076,-67.86961570477061,1,0.09777778
3077,-55.042203149180466,2,0.12444445
3078,-42.025528259524606,3,0.17333333
3079,-52.874482383404455,2,0.10222222
3080,-43.75842734548688,3,0.10666667
3081,-40.556171845483775,3,0.13333334
3082,-66.62727166724719,2,0.08888889
3083,-55.51767210426071,2,0.12888889
3084,-82.1439628475173,0,0.12444445
3085,-39.85369708760779,3,0.12888889
3086,-47.806594619835934,3,0.115555555
3087,-62.35004105848249,2,0.115555555
3088,-99.4349186162565,2,0.057777777
3089,-60.48475364397162,2,0.115555555
3090,-63.89355739365919,1,0.093333334
3091,-56.18816292967636,2,0.13777778
3092,-33.78314125006951,4,0.10666667
3093,-51.51517270860329,3,0.12444445
3094,-60.453509200491204,2,0.08888889
3095,-35.31090081876326,4,0.09777778
3096,-33.71337481056754,4,0.12888889
3097,-42.619811303512925,3,0.13333334
3098,-27.921299634469705,5,0.16444445
3099,-31.210667774820692,4,0.11111111
3100,-51.04681931423281,3,0.093333334
3101,-59.79313590659604,3,0.10222222
3102,-26.997152810672063,4,0.12888889
3103,-42.18950034496957,4,0.10666667
3104,-41.92255216129237,3,0.13333334
3105,-64.76919287709859,1,0.11111111
3106,-52.25023166586022,3,0.08888889
3107,-60.70088151607709,2,0.10222222
3108,-43.21965018317063,3,0.115555555
3109,-54.21184286890697,2,0.14222223
3110,-38.574831568641386,3,0.13333334
3111,-50.595224340850166,3,0.13777778
3112,-71.72274978711576,1,0.093333334
3113,-45.80431766162718,3,0.10666667
3114,-36.5059627037925,4,0.13333334
3115,-49.900935761254665,3,0.12888889
3116,-73.5139285368633,1,0.13333334
3117,-55.31119358531817,2,0.12888889
3118,-57.639896155502974,2,0.08444444
3119,-71.06407101383998,1,0.093333334
3120,-54.617672072200456,2,0.12
3121,-43.10089408706385,4,0.14666666
3122,-62.86047136729378,3,0.11111111
3123,-33.00984605131336,4,0.16888888
3124,-61.00427550380827,2,0.08
3125,-32.36676637631856,4,0.12
3126,-62.70767734493079,2,0.14222223
3127,-52.404558794083094,2,0.12
3128,-65.96337108692171,2,0.11111111
3129,-52.71288480819089,2,0.13777778
3130,-61.24698540687187,2,0.093333334
3131,-66.40349378712168,2,0.10666667
3132,-54.856206000230664,2,0.06666667
3133,-60.46905699677673,2,0.10666667
3134,-49.66041858046358,2,0.14222223
3135,-69.60227492482579,1,0.09777778
3136,-64.16038918140993,2,0.08888889
3137,-54.97704384599407,3,0.11111111
3138,-44.692522768069615,3,0.09777778
3139,-57.05356901659019,2,0.11111111
3140,-56.1847082245642,2,0.10666667
3141,-49.954672347991966,3,0.08888889
3142,-36.047013858008484,4,0.10222222
3143,-32.622441922430845,4,0.16888888
3144,-58.54750048278996,3,0.08444444
3145,-42.68421168553472,3,0.12444445
3146,-50.21319431177897,3,0.12444445
3147,-41.16071155114582,4,0.12888889
3148,-50.248603932561956,2,0.12888889
3149,-64.35609537453675,2,0.12444445
3150,-51.37313677781573,2,0.14222223
3151,-56.81105782643569,2,0.12
3152,-64.57911329369361,2,0.10222222
3153,-73.79429820398346,1,0.10222222
3154,-51.67174781027281,3,0.12888889
3155,-48.15644476308285,3,0.15111111
3156,-37.17442650943644,4,0.12
3157,-52.55342501370366,2,0.12
3158,-48.678522299155105,3,0.15111111
3159,-35.16032589880088,4,0.12
3160,-40.157408025748936,3,0.10666667
3161,-50.640284303641884,2,0.10222222
3162,-57.02228761139457,2,0.08888889
3163,-57.641715840533344,2,0.12
3164,-52.788703534227366,2,0.06666667
3165,-44.37098374784866,4,0.11111111
3166,-31.020869232377017,4,0.14666666
3167,-44.868674568883876,4,0.15111111
3168,-39.084248076875106,4,0.12
3169,-35.38172752680708,4,0.13333334
3170,-38.78100848584997,4,0.12
3171,-69.69647682352706,2,0.093333334
3172,-48.74561377212532,3,0.10222222
3173,-44.923946366637104,3,0.15555556
3174,-39.41841043243534,3,0.09777778
3175,-86.48254761900755,2,0.04888889
3176,-45.13073434384482,3,0.13333334
3177,-63.53850907280841,2,0.08888889
3178,-76.9548058462571,1,0.12
3179,-43.63294094623448,3,0.12
3180,-54.391214145353175,3,0.11111111
3181,-60.70109451839915,2,0.17333333
3182,-55.31986463738381,2,0.14222223
3183,-42.33232792013257,3,0.14666666
3184,-58.313620498740114,2,0.08444444
3185,-32.35133199246143,5,0.13777778
3186,-22.68865996715878,5,0.13777778
3187,-47.06086744523197,3,0.17333333
3188,-47.12287417762988,4,0.13333334
3189,-56.93319178334327,2,0.12
3190,-64.78964336032179,2,0.10666667
3191,-61.217587613791544,1,0.13777778
3192,-49.21448859756252,3,0.11111111
3193,-43.202598503495004,3,0.115555555
3194,-63.596667456378555,1,0.10666667
3195,-28.62004697950408,4,0.09777778
3196,-46.463267053714546,3,0.10666667
3197,-44.839881580936435,3,0.14222223
3198,-66.7578915533982,2,0.11111111
3199,-39.99623722748922,3,0.14666666
3200,-44.34787328564729,3,0.12
3201,-41.006769543794626,3,0.13333334
3202,-52.86206529144298,2,0.11111111
3203,-55.736678796161215,2,0.12444445
3204,-58.54186344535473,2,0.13777778
3205,-55.84688733096927,2,0.13777778
3206,-38.30432947049183,4,0.12444445
3207,-55.10092854486961,2,0.09777778
3208,-50.00590075426947,2,0.115555555
3209,-63.43911306601047,1,0.115555555
3210,-80.58149372350796,2,0.10222222
3211,-54.99024160694317,2,0.14666666
3212,-69.7248451069866,1,0.062222224
3213,-78.83196924942882,1,0.12
3214,-49.609136848313995,3,0.12
3215,-35.12375802205525,4,0.16
3216,-59.15793137958272,2,0.11111111
3217,-42.79653571371796,3,0.10666667
