episode,reward,victims_rescued,coverage_ratio
1264,-78.08570082994206,1,0.093333334
1265,-42.84884985395101,3,0.14222223
1266,-50.02345662924063,3,0.12888889
1267,-51.48275038956578,4,0.10222222
1268,-41.015389093590315,4,0.09777778
1269,-93.12969566368805,1,0.08888889
1270,-68.82010807146129,1,0.10666667
1271,-69.89803163385355,2,0.093333334
1272,-47.825302303702266,3,0.115555555
1273,-56.279499303840964,3,0.08444444
1274,-68.75352862301621,2,0.11111111
1275,-57.20060740238378,4,0.10666667
1276,-72.20773474502653,1,0.093333334
1277,-39.38888475614732,4,0.09777778
1278,-44.198419390529146,3,0.10666667
1279,-64.21331929424129,1,0.093333334
1280,-52.04836157762913,3,0.12888889
1281,-59.01911950321352,1,0.12
1282,-47.2064803553539,3,0.11111111
1283,-41.64554587881354,4,0.13777778
1284,-47.640587361886816,4,0.093333334
1285,-60.29466604031201,2,0.09777778
1286,-73.1231341752535,2,0.04888889
1287,-73.36134166603617,1,0.10222222
1288,-40.162636558946886,3,0.12
1289,-47.42397996684303,3,0.08888889
1290,-51.340216523844454,3,0.12444445
1291,-43.17389667039414,3,0.11111111
1292,-82.30051122309277,2,0.053333335
1293,-34.732340188353305,5,0.15555556
1294,-30.472274883149154,5,0.14222223
1295,-47.35585083745742,4,0.08888889
1296,-33.743828407498604,4,0.12888889
1297,-23.793080058258088,5,0.12
1298,-74.58670116298072,1,0.062222224
1299,-63.225182037345895,2,0.08444444
1300,-59.27578759335081,3,0.09777778
1301,-61.86262637608641,2,0.08888889
1302,-58.207388244199926,2,0.12444445
1303,-41.26240920776645,4,0.10666667
1304,-50.709484500889275,2,0.115555555
1305,-97.74399682583989,1,0.044444446
1306,-44.2915778490079,3,0.14222223
1307,-51.11673334018846,3,0.13777778
1308,-32.55479586418302,5,0.11111111
1309,-75.06102252978212,2,0.13333334
1310,-41.751642381345995,4,0.115555555
1311,-63.42422073013633,2,0.057777777
1312,-59.67828230004588,2,0.08
1313,-50.21621851703084,2,0.12444445
1314,-63.45188044627221,2,0.093333334
1315,-47.548465156220104,4,0.12
1316,-22.462211343982474,5,0.14666666
1317,-61.970512882394004,2,0.06666667
1318,-52.91492148464189,3,0.093333334
1319,-69.55570668217571,1,0.08888889
1320,-70.6886452925179,2,0.09777778
1321,-38.331282409839545,4,0.075555556
1322,-48.00345394708242,3,0.115555555
1323,-46.64749026117783,3,0.14222223
1324,-55.82635503421426,3,0.093333334
1325,-40.35966963333157,3,0.14222223
1326,-29.41069463301895,4,0.12888889
1327,-60.00079342414158,2,0.15111111
1328,-52.70097239291473,4,0.10222222
1329,-74.11051171215631,1,0.08
1330,-60.42275911153121,2,0.08
1331,-58.087311207482465,2,0.12888889
1332,-79.15931684079335,1,0.08444444
1333,-41.78121867473812,3,0.12444445
1334,-56.36391369548589,3,0.075555556
1335,-86.32920137751643,2,0.057777777
1336,-55.782454201236376,2,0.062222224
1337,-70.7813481147657,3,0.075555556
1338,-61.07608963284077,2,0.11111111
1339,-37.979231654807556,4,0.08
1340,-72.4240177181876,2,0.09777778
1341,-63.816090334278506,2,0.12444445
1342,-59.54276978867991,2,0.12888889
1343,-40.265527124968045,3,0.15111111
1344,-36.19418097975433,4,0.13777778
1345,-50.5336790425409,3,0.093333334
1346,-53.75707005526986,3,0.093333334
1347,-36.40261467624987,4,0.12
1348,-64.17639084685788,2,0.08444444
1349,-72.29089900769458,3,0.08888889
1350,-42.09986276957061,3,0.14666666
1351,-34.641916172995295,4,0.15111111
1352,-54.40235301941503,2,0.093333334
1353,-54.04517507395955,3,0.075555556
1354,-38.990007950673785,3,0.13777778
1355,-40.2958632964642,3,0.13777778
1356,-29.009892655053875,4,0.14666666
1357,-48.5914230735879,3,0.12
1358,-54.198424259597694,2,0.10222222
1359,-59.35323779719666,2,0.12888889
1360,-49.47213264510833,3,0.14222223
1361,-85.57200321947809,2,0.057777777
1362,-78.04336688868013,1,0.08
1363,-35.30459101148135,4,0.14222223
1364,-69.64913787984655,2,0.08444444
1365,-88.39034386406824,1,0.062222224
1366,-44.24041334166218,3,0.12888889
1367,-98.41235505816485,1,0.075555556
1368,-52.1374549945863,4,0.08
1369,-98.74429568794046,1,0.06666667
1370,-55.65310873762994,2,0.09777778
1371,-77.01438112883241,1,0.11111111
1372,-43.29473367035995,3,0.09777778
1373,-29.421018747443505,4,0.12444445
1374,-36.99251314581422,4,0.14222223
1375,-60.395021057164726,2,0.093333334
1376,-59.8067647376448,2,0.12
1377,-49.97080931636351,3,0.08888889
1378,-41.00059530556397,3,0.15111111
1379,-49.85098912280055,3,0.11111111
1380,-68.03224035657422,3,0.075555556
1381,-43.9226866812691,4,0.09777778
1382,-66.08908933376445,2,0.08444444
1383,-85.32826203782355,1,0.053333335
1384,-56.80036451202321,2,0.10666667
1385,-60.35562851622987,2,0.10222222
1386,-60.59817590909216,3,0.06666667
1387,-55.26131131994047,2,0.053333335
1388,-20.767579101304598,5,0.13333334
1389,-46.196624577839,3,0.08
1390,-86.614630417692,1,0.08444444
1391,-32.47005637352627,4,0.13777778
1392,-50.5334225602724,3,0.062222224
1393,-49.60297200825198,3,0.11111111
1394,-67.05797907598888,2,0.12444445
1395,-68.03292897145188,2,0.08
1396,-38.2179541486044,4,0.12
1397,-55.443072573193746,3,0.12444445
1398,-77.78511947793989,2,0.057777777
1399,-42.265809173773825,3,0.12888889
1400,-34.64481188388507,4,0.12888889
1401,-10.878994245356987,7,0.12444445
1402,-42.200728541869076,4,0.09777778
1403,-58.33089711764742,2,0.08888889
1404,-76.92584888514702,2,0.09777778
1405,-56.736986724378106,2,0.07111111
1406,-59.52600760644672,3,0.12888889
1407,-57.336678381526816,3,0.13333334
1408,-62.00212971984915,2,0.11111111
1409,-40.19446965357084,4,0.10666667
1410,-61.19974296877156,3,0.075555556
1411,-63.06715993218673,2,0.08888889
1412,-34.85614754397743,4,0.10222222
1413,-38.518975866669294,4,0.13777778
1414,-49.42336885270891,3,0.08888889
1415,-72.9752736643524,1,0.10666667
1416,-39.00039868842423,4,0.075555556
1417,-43.0964519955569,3,0.14222223
1418,-42.5884305068137,3,0.12888889
1419,-60.47697879448093,1,0.11111111
1420,-30.468622210830063,4,0.12
1421,-52.55645200823786,3,0.10666667
1422,-53.602799671164505,3,0.10222222
1423,-55.4382396064407,3,0.11111111
1424,-94.81324819726797,0,0.093333334
1425,-63.8419002748017,1,0.14222223
1426,-53.502785359530144,2,0.12
1427,-74.38500192930796,4,0.093333334
1428,-30.37681492336029,5,0.10666667
1429,-34.66740454518087,4,0.14666666
1430,-43.55276400143759,3,0.16444445
1431,-84.61663761537976,0,0.115555555
1432,-79.51055933214782,1,0.07111111
1433,-46.8735071086284,3,0.13777778
1434,-72.12377356825249,3,0.10666667
1435,-29.27842209484068,5,0.093333334
1436,-51.17441751036177,3,0.13333334
1437,-42.159489114990066,3,0.14222223
1438,-65.16210070362897,3,0.08444444
1439,-70.81345370358771,2,0.11111111
1440,-83.93937603260436,1,0.075555556
1441,-45.89383143747859,3,0.115555555
1442,-58.20418142069238,2,0.09777778
1443,-58.097243934355895,3,0.115555555
1444,-66.25791716013178,2,0.09777778
1445,-65.14562350900067,1,0.15111111
1446,-87.28416571551796,1,0.04888889
1447,-58.06612549001242,3,0.08888889
1448,-56.89912629532397,3,0.08888889
1449,-42.61365474667982,3,0.12
1450,-25.641231569609307,5,0.14222223
1451,-60.0908860423243,2,0.093333334
1452,-53.15133214323829,2,0.14666666
1453,-52.9262028578624,3,0.10666667
1454,-48.579353622477335,3,0.11111111
1455,-53.178450697897276,3,0.12444445
1456,-48.23676305522042,3,0.10666667
1457,-58.86793015080286,2,0.12888889
1458,-74.69128913764942,2,0.07111111
1459,-58.807677015008316,3,0.13333334
1460,-67.83459033962338,2,0.07111111
1461,-12.743172867818036,6,0.11111111
1462,-34.2820680733995,4,0.14222223
1463,-66.07770007780363,2,0.07111111
1464,-79.86650869302018,0,0.13333334
1465,-40.862845438329416,3,0.14666666
1466,-31.67488678736148,4,0.12444445
1467,-22.024838304528203,5,0.17333333
1468,-49.173986570738606,3,0.11111111
1469,-63.198059551931706,1,0.115555555
1470,-59.81259519000359,2,0.12
1471,-31.601663142096648,4,0.15111111
1472,-41.74393927688311,3,0.115555555
1473,-35.631925725216504,4,0.16444445
1474,-40.12963252458284,3,0.10666667
1475,-59.45332327754054,2,0.09777778
1476,-100.1615366715566,1,0.031111112
1477,-76.59167112385094,2,0.075555556
1478,-68.80924080746462,2,0.10666667
1479,-54.29650582017871,3,0.10222222
1480,-69.52352617203655,2,0.06666667
1481,-53.3667435391963,2,0.10666667
1482,-58.8626279879898,2,0.12
1483,-64.77835178440088,2,0.10666667
1484,-107.75917822311025,1,0.022222223
1485,-66.49446818024416,2,0.10222222
1486,-66.89022148373107,2,0.08444444
1487,-54.347733198262574,3,0.062222224
1488,-83.97956485637553,1,0.06666667
1489,-50.0425109172039,2,0.10666667
1490,-69.49491814195399,1,0.13333334
1491,-56.00601874688773,2,0.12888889
1492,-58.12792899441867,2,0.115555555
1493,-46.79369852852934,3,0.15111111
1494,-90.12145015162174,0,0.09777778
1495,-41.64463508572473,4,0.14666666
1496,-48.775447622530145,3,0.093333334
1497,-64.66785865734293,2,0.12444445
1498,-31.81136203502992,4,0.115555555
1499,-53.22397176279936,2,0.10666667
1500,-71.98225305757869,1,0.07111111
1501,-82.53399099143222,2,0.06666667
1502,-42.10036835211357,4,0.14666666
1503,-45.878888473687205,3,0.12
1504,-47.95026760215751,3,0.13777778
1505,-38.63881819042942,3,0.12
1506,-30.07328645150151,4,0.13777778
1507,-51.196468179063054,2,0.13333334
1508,-75.62958617520773,1,0.07111111
1509,-45.20505958706856,3,0.13777778
1510,-72.50244040110081,1,0.10222222
1511,-33.157076369677526,4,0.13777778
1512,-52.17996837698438,4,0.093333334
1513,-70.61162003204704,1,0.12444445
1514,-56.39757806994418,3,0.12888889
1515,-68.6099287484805,2,0.075555556
1516,-48.24837824101531,3,0.075555556
1517,-62.59764158028043,3,0.07111111
1518,-66.10026592298247,1,0.10222222
1519,-27.03620018644711,5,0.12444445
1520,-57.10309303115366,3,0.09777778
1521,-34.4018730385342,4,0.16444445
1522,-73.91789145490307,2,0.06666667
1523,-75.67673592018633,2,0.044444446
1524,-64.89820361396676,1,0.10666667
1525,-46.84378984331486,3,0.075555556
1526,-50.523013197790924,2,0.11111111
1527,-51.934143852676634,2,0.09777778
1528,-59.49948039193884,2,0.11111111
1529,-32.18483988857359,4,0.13333334
1530,-72.5471333916937,1,0.12
1531,-55.41607774913744,2,0.08444444
1532,-31.983877676493382,4,0.17777778
1533,-39.061150307608244,4,0.12444445
1534,-46.18926207262553,3,0.08888889
1535,-49.864818259044824,2,0.12888889
1536,-50.16188444717526,2,0.12
1537,-65.94838805715118,2,0.11111111
1538,-107.92909791433243,1,0.026666667
1539,-44.28372816940255,3,0.12888889
1540,-31.923459060353032,4,0.11111111
1541,-46.65604104834264,3,0.12
1542,-56.544341495139115,2,0.13777778
1543,-66.7055828088944,2,0.12888889
1544,-70.87072212007172,1,0.08444444
1545,-81.78113864493777,2,0.057777777
1546,-57.11384709087647,2,0.14222223
1547,-71.36102575800483,2,0.08
1548,-52.15904030210495,3,0.093333334
1549,-19.15799058510853,6,0.12
1550,-51.635476630678795,2,0.12
1551,-63.32549052282878,3,0.07111111
1552,-36.38356261141877,4,0.11111111
1553,-52.65338041030397,3,0.13333334
1554,-56.407298868337776,3,0.10666667
1555,-38.643407445423634,4,0.15111111
1556,-50.21115761319411,4,0.093333334
1557,-30.110311448615317,4,0.13777778
1558,-39.88644585087115,4,0.14222223
1559,-31.275730964975438,4,0.16888888
1560,-60.325959622561335,1,0.14666666
1561,-53.48284032923471,3,0.10666667
1562,-108.09416008254772,1,0.031111112
1563,-13.82185247889031,6,0.13333334
1564,-48.865056586561394,4,0.10222222
1565,-56.18022353250019,3,0.075555556
1566,-46.61825964908569,3,0.10222222
1567,-59.427741862536244,2,0.12444445
1568,-77.52023458891217,2,0.075555556
1569,-46.02048947267318,3,0.10666667
1570,-56.16047322605247,2,0.12
1571,-38.68327404137662,4,0.12
1572,-45.1541111024626,3,0.13777778
1573,-63.98716365506998,2,0.11111111
1574,-25.288620727998282,5,0.13333334
1575,-29.00263171274642,4,0.15555556
1576,-43.61530967809321,3,0.14666666
1577,-30.486825214964433,5,0.11111111
1578,-39.09401242254527,4,0.10666667
1579,-24.477455285154058,5,0.115555555
1580,-42.20688286199454,3,0.12444445
1581,-62.476482247617696,2,0.12444445
1582,-56.64170033369567,2,0.11111111
1583,-37.03493785346253,4,0.093333334
1584,-61.724949198964914,2,0.115555555
1585,-61.13583025849587,2,0.12
1586,-56.31369355989961,2,0.14222223
1587,-49.22177768077582,3,0.12888889
1588,-63.090183062046506,2,0.12444445
1589,-57.718078767672154,2,0.12444445
1590,-36.39828849606266,4,0.13777778
1591,-58.19775881476321,3,0.07111111
1592,-43.913455325665225,4,0.12888889
1593,-65.88530756308357,2,0.07111111
1594,-68.90778052462879,2,0.075555556
1595,-76.76302184056388,1,0.115555555
1596,-52.07231280345877,2,0.10222222
1597,-43.80946002299248,3,0.11111111
1598,-44.28438743704285,3,0.12
1599,-55.283711028368046,3,0.11111111
1600,-70.78713859634478,1,0.12
1601,-63.159694647296085,2,0.10222222
1602,-44.000922385556194,3,0.093333334
1603,-57.47211958264455,2,0.15111111
1604,-41.94063132015315,3,0.16
1605,-53.35464562489858,2,0.12888889
1606,-34.982694462347055,4,0.08
1607,-47.743505426323594,3,0.115555555
1608,-119.8491029288769,1,0.022222223
1609,-40.45628545533209,4,0.08
1610,-60.431509508880694,2,0.08888889
1611,-25.63742087608487,5,0.13333334
1612,-45.52539828215056,3,0.10222222
1613,-41.76580213701745,4,0.12
1614,-44.89279546321354,4,0.12888889
1615,-65.97554522645507,1,0.14666666
1616,-66.62369758247715,2,0.12444445
1617,-45.69268432151626,3,0.10666667
1618,-35.173452324029064,4,0.10222222
1619,-67.07830950852777,1,0.11111111
1620,-59.39573230272871,3,0.10666667
1621,-24.05348659585966,5,0.12444445
1622,-52.67207182839956,3,0.12444445
1623,-59.34759153312461,2,0.12444445
1624,-45.470254014094536,4,0.13777778
1625,-36.20396699568312,4,0.14666666
1626,-53.638850985447704,3,0.08888889
1627,-57.632341630025365,2,0.12
1628,-39.48519535923077,4,0.16
1629,-61.31265273832014,2,0.12
1630,-33.40116904225446,4,0.15111111
1631,-44.54290524779634,3,0.19111112
1632,-93.18049794260196,1,0.04888889
1633,-61.06496938097748,2,0.10666667
1634,-45.93611251997047,3,0.10666667
1635,-31.44394924906097,4,0.12444445
1636,-68.49459807772445,1,0.12888889
1637,-100.51991833688703,1,0.026666667
1638,-11.758201115861434,6,0.14222223
1639,-54.78865298293775,2,0.09777778
1640,-45.39141505554374,3,0.13777778
1641,-51.93906696936013,2,0.12
1642,-25.77754818936709,4,0.14666666
1643,-45.72298564927632,3,0.12
1644,-79.83131923638452,2,0.093333334
1645,-66.33150324853156,2,0.10222222
1646,-40.66429084724508,3,0.115555555
1647,-65.54223581162344,3,0.10222222
1648,-21.66424495582102,5,0.13333334
1649,-43.848064870262704,3,0.12888889
1650,-69.85059639035028,2,0.062222224
1651,-20.912905387654625,5,0.15555556
1652,-54.72814743919684,2,0.14222223
1653,-58.08189411119964,2,0.093333334
1654,-51.742307957527025,3,0.12888889
1655,-55.58550875519694,2,0.10222222
1656,-32.58835714324149,4,0.14666666
1657,-48.34133401922219,3,0.10666667
1658,-49.12645255002461,3,0.12888889
1659,-50.39052691455056,2,0.115555555
1660,-63.04151031624578,2,0.11111111
1661,-39.14017344933636,3,0.15111111
1662,-61.418557199013854,3,0.08444444
1663,-65.62753760808532,2,0.10222222
1664,-92.00969269779596,1,0.093333334
1665,-52.58925191069455,2,0.11111111
1666,-78.49543375215453,1,0.08444444
1667,-58.43275650306492,2,0.09777778
1668,-65.69139870713741,3,0.115555555
1669,-86.27791668663694,1,0.057777777
1670,-67.68991718689148,1,0.09777778
1671,-31.67455536851886,4,0.16
1672,-9.489103547868291,6,0.14222223
1673,-55.007832105154314,3,0.10666667
1674,-48.161215489697526,3,0.12
1675,-47.07754595119377,3,0.12
1676,-31.037587433872726,4,0.10222222
1677,-39.67625000162646,4,0.12444445
1678,-39.58656936649919,4,0.115555555
1679,-50.036221274663255,4,0.12
1680,-42.82672909399024,3,0.115555555
1681,-37.25737727305097,4,0.12
1682,-109.09563876764095,1,0.022222223
1683,-58.855944612082176,2,0.14666666
1684,-46.407876164340955,3,0.12
1685,-48.19965013993481,4,0.08888889
1686,-46.20379082038027,3,0.08444444
1687,-97.70143193652368,1,0.08
1688,-39.48764204516391,3,0.12444445
1689,-43.714202703863876,3,0.115555555
1690,-60.25828280657578,2,0.13333334
1691,-51.751836360640105,3,0.10666667
1692,-63.11004548273632,2,0.10666667
1693,-43.274043924500674,3,0.115555555
1694,-49.48111649586803,3,0.10222222
1695,-45.19237245140711,4,0.12444445
1696,-53.83487427813957,2,0.12888889
1697,-64.73669700456645,2,0.11111111
1698,-71.50948394138659,1,0.12444445
1699,-77.48191335644552,2,0.057777777
1700,-62.055834950071045,2,0.08888889
1701,-60.4897789083094,2,0.12
1702,-74.37129637361805,1,0.08
1703,-51.815490903194714,4,0.057777777
1704,-58.31484574491114,2,0.08444444
1705,-51.965198711529325,3,0.12
1706,-45.01339112451897,3,0.13777778
1707,-82.9343546974434,0,0.093333334
1708,-70.84561834932502,1,0.09777778
1709,-42.200515386938896,3,0.10222222
1710,-50.35126024969133,3,0.11111111
1711,-57.09210256406034,2,0.10222222
1712,-49.99508408713228,3,0.08
1713,-27.11546514695267,5,0.15111111
1714,-48.643495915243705,2,0.13333334
1715,-65.12369687907112,2,0.06666667
1716,-93.31272443736106,2,0.08888889
1717,-42.97054376847125,3,0.12
1718,-68.46430617189708,1,0.12444445
1719,-65.51130131106721,1,0.11111111
1720,-66.88636593120943,2,0.075555556
1721,-50.34103584295057,3,0.09777778
1722,-44.19775854033825,3,0.13777778
1723,-54.9242208383865,2,0.13777778
1724,-44.604277206748954,3,0.15555556
1725,-66.93186733771138,2,0.10666667
1726,-49.937639082319386,3,0.13777778
1727,-59.035253569526404,2,0.10666667
1728,-44.38201959930229,3,0.12
1729,-44.72908714512066,3,0.13333334
1730,-64.85256221221142,2,0.062222224
1731,-66.92342640088117,2,0.08888889
1732,-45.51185311564237,4,0.12888889
1733,-64.77293008619442,2,0.10222222
1734,-47.113358118202136,3,0.10666667
1735,-92.78772293299163,2,0.04888889
1736,-106.60111468312857,1,0.026666667
1737,-49.88498151652996,3,0.06666667
1738,-65.13012979258858,2,0.08444444
1739,-83.83987098099146,1,0.10222222
1740,-32.685419352270074,4,0.14222223
1741,-71.76114396822527,2,0.075555556
1742,-47.82678558582558,3,0.115555555
1743,-48.86937298582992,4,0.12
1744,-61.62832035124503,2,0.09777778
1745,-68.00248197163134,1,0.09777778
1746,-58.702363206248165,3,0.12
1747,-33.12191301554037,4,0.17777778
1748,-47.43574363025826,3,0.14222223
1749,-29.4059725671519,4,0.115555555
1750,-26.153922858668377,4,0.11111111
1751,-32.78116955207831,4,0.13777778
1752,-46.27354009053785,3,0.13333334
1753,-72.37818501743283,2,0.06666667
1754,-65.93969444917744,2,0.12888889
1755,-45.758224376391915,3,0.14666666
1756,-42.196847451186635,3,0.10666667
1757,-43.84794392139005,4,0.14222223
1758,-56.09801653675419,2,0.15111111
1759,-42.18566894899205,3,0.12444445
1760,-47.848829792554724,3,0.10666667
1761,-66.49259815881503,2,0.10666667
1762,-45.62806019554551,3,0.10666667
1763,-60.29054647927167,2,0.075555556
1764,-53.310749326508954,2,0.14666666
1765,-33.28838309925829,4,0.13777778
1766,-67.77267535956703,2,0.07111111
1767,-50.9990685616464,3,0.12
1768,-28.516706053527365,4,0.14222223
1769,-135.5058108338473,1,0.026666667
1770,-74.21833962417266,1,0.12444445
1771,-13.613322778618445,6,0.12
1772,-51.156286894117436,2,0.12444445
1773,-69.7092046472622,1,0.075555556
1774,-44.55367832737786,3,0.12444445
1775,-59.37100289502077,2,0.11111111
1776,-48.263971718566516,3,0.115555555
1777,-74.44798648837855,2,0.06666667
1778,-59.177478267747745,3,0.09777778
1779,-51.754342202710454,3,0.062222224
1780,-22.13192785805612,5,0.14222223
1781,-46.55771760942651,3,0.15555556
1782,-49.70303780633745,3,0.12444445
1783,-90.64067396721639,2,0.062222224
1784,-28.15107347420048,4,0.12444445
1785,-77.07397842039735,1,0.093333334
1786,-55.70742678451954,3,0.09777778
1787,-42.743442241786994,3,0.08888889
1788,-56.329460065424186,2,0.115555555
1789,-59.31113718704254,2,0.10222222
1790,-30.246691313823526,5,0.16
1791,-32.49548922161958,4,0.12888889
1792,-54.46071834565931,2,0.10222222
1793,-66.21899246459343,2,0.08888889
1794,-58.89684606077429,4,0.09777778
1795,-51.304566332181906,3,0.13777778
1796,-75.60301660101102,1,0.10222222
1797,-63.436625833496244,3,0.08444444
1798,-48.105891560019664,3,0.115555555
1799,-66.17313983452962,2,0.08888889
1800,-77.08214987998288,2,0.08
1801,-51.29767351795148,3,0.13777778
1802,-49.14309743753692,4,0.09777778
1803,-60.77154057244074,2,0.08
1804,-29.836745827745236,4,0.15111111
1805,-35.99507010607702,4,0.17333333
1806,-55.44090073896495,2,0.10222222
1807,-54.54523513762021,3,0.11111111
1808,-66.22397262652045,2,0.09777778
1809,-57.130884467112786,2,0.13333334
1810,-44.024072812747875,4,0.12
1811,-35.97459511029059,4,0.10666667
1812,-77.0431315419458,1,0.12444445
1813,-47.06372225813117,3,0.11111111
1814,-93.0663189586671,1,0.035555556
1815,-52.17247445092577,2,0.10666667
1816,-55.31708679498466,2,0.10666667
1817,-56.43475955306865,3,0.08
1818,-41.266418532219106,3,0.115555555
1819,-43.43651023205104,4,0.08888889
1820,-69.76016847147004,1,0.13333334
1821,-62.86368671504337,2,0.12888889
1822,-19.00518941931233,5,0.14222223
1823,-56.511428998082536,2,0.14222223
1824,-104.7203830667249,2,0.044444446
1825,-47.36761658377292,3,0.13333334
1826,-68.2471771924032,1,0.06666667
1827,-57.488966669620574,3,0.10222222
1828,-77.8895459808819,2,0.06666667
1829,-63.835671064110436,2,0.075555556
1830,-58.91830608745102,3,0.08888889
1831,-30.936986546087212,4,0.15111111
1832,-43.51785448567231,3,0.115555555
1833,-89.19269455394159,1,0.057777777
1834,-66.4500550590404,3,0.062222224
1835,-55.51379118986177,3,0.08888889
1836,-87.94410161609387,2,0.075555556
1837,-89.32735893546764,0,0.12444445
1838,-50.616907773481074,3,0.11111111
1839,-28.64524463012014,4,0.10666667
1840,-80.05611481360702,1,0.075555556
1841,-61.350647115820955,3,0.12888889
1842,-73.74877334602928,2,0.062222224
1843,-71.88418055707525,2,0.04888889
1844,-55.49763399922309,2,0.12888889
1845,-64.51816006506569,3,0.12444445
1846,-68.29340364682307,1,0.11111111
1847,-75.93917680843767,1,0.06666667
1848,-104.08509088540892,1,0.026666667
1849,-34.06488994955073,4,0.15111111
1850,-55.108366950109385,2,0.14666666
1851,-64.22873051102773,2,0.12
1852,-59.15789544331336,2,0.10222222
1853,-46.6567800157153,3,0.115555555
1854,-110.50780894199627,1,0.031111112
1855,-53.66937574229253,3,0.09777778
1856,-67.62413023097884,1,0.15111111
1857,-56.45851825099059,3,0.08
1858,-59.647576410540054,2,0.115555555
1859,-54.912611617247954,2,0.12
1860,-51.535243439840826,3,0.093333334
1861,-45.68370025981788,3,0.13333334
1862,-64.2825234297947,1,0.12888889
1863,-28.662506815589847,4,0.115555555
1864,-38.695817851899456,4,0.14666666
1865,-65.63062741443633,2,0.12444445
1866,-54.74851140460336,3,0.093333334
1867,-20.473052254224665,5,0.14222223
1868,-50.92221719370749,2,0.12444445
1869,-113.0924239227405,1,0.04
1870,-58.42603864221263,2,0.11111111
1871,-71.89355909962026,1,0.075555556
1872,-47.500111926499365,3,0.14666666
1873,-56.63138776023945,2,0.13333334
1874,-51.6191197145346,3,0.11111111
1875,-56.36686415350523,2,0.15111111
1876,-67.65876408775813,3,0.09777778
1877,-36.06416467288535,4,0.15111111
1878,-43.17714076827643,3,0.10222222
1879,-44.13771362430783,3,0.115555555
1880,-69.57963914261076,2,0.08444444
1881,-65.29418712488794,3,0.075555556
1882,-62.718735756685085,2,0.075555556
1883,-67.41492380506824,1,0.07111111
1884,-39.479502705272346,3,0.15111111
1885,-30.02032852921554,4,0.12444445
1886,-51.654536823848716,3,0.115555555
1887,-84.02233428021857,2,0.053333335
1888,-64.64472191767773,3,0.075555556
1889,-32.456322124623526,4,0.15555556
1890,-55.259975756419095,3,0.10222222
1891,-33.80459266968421,4,0.13777778
1892,-40.71924940494332,4,0.10222222
1893,-74.27002864396219,2,0.057777777
1894,-38.84305618995032,4,0.12
1895,-35.78011895892807,4,0.11111111
1896,-55.582696308071746,3,0.09777778
1897,-48.30396059949201,3,0.13333334
1898,-74.78381629736248,1,0.093333334
1899,-43.03631536085361,3,0.11111111
1900,-54.890699392773215,3,0.12
1901,-56.22809790413047,2,0.14666666
1902,-55.60817737370028,2,0.12
1903,-37.46909556285283,4,0.13777778
1904,-51.678459384971106,3,0.07111111
1905,-60.633839324995776,2,0.10222222
1906,-76.23586004359474,2,0.04888889
1907,-61.285606395977325,3,0.08444444
1908,-44.73760879924033,3,0.12888889
1909,-22.989100299208594,5,0.12
1910,-61.27919760972495,2,0.12888889
1911,-49.69852021767841,3,0.12444445
1912,-46.270569518266306,3,0.11111111
1913,-37.757356201735746,4,0.12444445
1914,-110.2790887962291,1,0.031111112
1915,-57.88518148103706,3,0.08444444
1916,-64.925125047187,1,0.12444445
1917,-39.97672120559856,3,0.11111111
1918,-36.126234879625684,4,0.13333334
1919,-21.09223295227415,5,0.13777778
1920,-42.77313405396151,4,0.075555556
1921,-54.954950832218,2,0.08444444
1922,-64.30562062587185,2,0.075555556
1923,-47.42571793861345,3,0.11111111
1924,-53.20431764648762,2,0.093333334
1925,-69.70769173049729,3,0.08
1926,-45.30811210715769,4,0.08
1927,-52.5998584090073,2,0.12444445
1928,-33.61785018505969,4,0.09777778
1929,-73.47650291854453,1,0.075555556
1930,-43.424668852195715,3,0.16888888
1931,-57.584481069180924,3,0.11111111
1932,-50.44765494100729,3,0.12888889
1933,-76.86474104000531,3,0.07111111
1934,-62.623828791528,2,0.11111111
1935,-89.98418038325768,1,0.04
1936,-71.4992482599799,3,0.12444445
1937,-51.52818424701655,2,0.12444445
1938,-49.02514115714582,3,0.08
1939,-34.36383443595548,4,0.14222223
1940,-49.58871313883911,3,0.08888889
1941,-44.57513885444747,3,0.12444445
1942,-60.40936206667368,2,0.11111111
1943,-55.439778614901456,2,0.09777778
1944,-90.0038512020641,1,0.044444446
1945,-42.48929388662491,3,0.12
1946,-29.35218276691963,5,0.12444445
1947,-53.63875339453684,2,0.12
1948,-45.334259857401214,3,0.13333334
1949,-79.84017784110772,1,0.12
1950,-46.813125340757246,3,0.14222223
1951,-43.55068494339599,3,0.16
1952,-36.68030795328936,4,0.08888889
1953,-74.93493572365556,3,0.08444444
1954,-60.42449817747702,3,0.11111111
1955,-58.178679237169554,3,0.075555556
1956,-83.93876480784063,1,0.044444446
1957,-65.75073589289983,3,0.10222222
1958,-67.59318117701974,1,0.10666667
1959,-67.29122879519588,2,0.062222224
1960,-72.54567526927178,1,0.10666667
1961,-63.25932154950376,2,0.12444445
1962,-57.38090370198794,2,0.115555555
1963,-56.239548718075774,3,0.08
1964,-26.608615327556915,5,0.12444445
1965,-50.27610581199674,3,0.11111111
1966,-98.92422116621012,1,0.031111112
1967,-63.66929607331307,2,0.12444445
1968,-50.303283937596376,3,0.08888889
1969,-84.18898939691495,2,0.057777777
1970,-48.31152966226253,3,0.10222222
