episode,reward,victims_rescued,coverage_ratio,steps,avg_final_battery,total_energy_consumed,cumulative_risk,total_loss,actor_loss,critic_loss,entropy
178,22.45940089839281,5,0.35555556,230,0.0,2.0540000000000003,0.9136932734404709,,,,
179,67.67453912823285,5,0.32,219,0.0,2.0080000000000005,0.8593240581178065,,,,
180,-26.878154552303137,6,0.2711111,208,0.0,2.0599999999999983,0.8603303034868829,,,,
181,133.50701408147654,5,0.3911111,218,0.0,2.0269999999999997,0.849852394568224,,,,
182,92.36742674629998,4,0.38666666,223,0.0,2.020000000000001,0.869638216913326,,,,
183,-10.762740799313814,3,0.24,227,0.0,2.008000000000001,0.9034627199542477,,,,
184,25.075524093606784,3,0.22222222,221,0.0,2.071999999999999,0.8045383937595448,,,,
185,116.61634089185586,6,0.37777779,235,0.0,2.1099999999999994,0.9843239405429379,,,,
186,-23.597370579748656,4,0.24444444,225,0.0,2.012000000000001,0.9026780386499093,,,,
187,-64.74588604354344,1,0.28444445,239,0.0,2.0460000000000003,0.9441790695695556,,,,
188,-57.73581636505412,6,0.29333332,240,0.0,2.018,0.8967344243369405,,,,
189,-13.371827492383062,5,0.23111111,239,0.0,2.145999999999998,0.8508151661588668,,,,
190,34.561603960449446,6,0.29777777,226,0.0,2.104,0.8155197359700315,,,,
191,48.03528700958377,6,0.32,227,0.0,2.011,0.86620753269441,,,,
192,327.8436700452919,7,0.51555556,204,0.0,2.0250000000000004,0.8101819969805248,2534.2860365408287,0.014690806232242615,5063.288818359375,2.6269365549087524
193,391.7454645569536,9,0.51111114,199,0.0,2.01,0.7797690295364248,,,,
194,255.3609291863965,6,0.4,206,0.0,2.057999999999999,0.8320447209068979,,,,
195,288.0636395961957,6,0.48,206,0.0,2.0290000000000004,0.780690693586943,,,,
196,328.4918161950166,8,0.47111112,211,0.0,2.0919999999999987,0.8428655869988949,,,,
197,188.87868428314334,4,0.36444443,211,0.0,2.0110000000000006,0.8068610477904307,,,,
198,401.56998804850076,10,0.5466667,201,0.0,2.048999999999999,0.7819741300999454,,,,
199,401.42200631135756,9,0.5911111,202,0.0,2.025,0.7961329125761402,,,,
200,263.8287380425869,6,0.41333333,204,0.0,2.0399999999999996,0.7928307971608738,,,,
201,256.03593238370956,5,0.41333333,207,0.0,2.0669999999999997,0.7835245077526927,,,,
202,178.26003991478288,5,0.34666666,216,0.0,2.0220000000000007,0.8109840056811314,,,,
203,192.9791647592088,4,0.35555556,213,0.0,2.074999999999999,0.8127490160527474,,,,
204,299.46366824640637,7,0.42222223,201,0.0,2.1039999999999983,0.7957287835729087,,,,
205,249.1718379636459,7,0.38222224,200,0.0,2.0200000000000005,0.7759574690902716,,,,
206,204.66547481373254,5,0.31555554,208,0.0,2.023000000000001,0.8164883457511647,,,,
207,219.30991275348217,5,0.3511111,205,0.0,2.0539999999999994,0.8164858164345123,,,,
208,398.93801838282764,9,0.62666667,200,0.0,2.0389999999999997,0.791065441144827,,,,
209,151.70147704846272,4,0.26666668,218,0.0,2.0499999999999994,0.786808196769147,,,,
210,117.15250175817519,3,0.23555556,204,0.0,2.0110000000000006,0.7429532161216567,,,,
211,176.80067007049468,5,0.25333333,209,0.0,2.064999999999999,0.7614219953003484,,,,
212,315.47269576083147,7,0.47111112,207,0.0,2.107999999999998,0.8239002826112316,,,,
213,319.7260289695419,7,0.49333334,210,0.0,2.0220000000000002,0.8007180686972086,,,,
214,310.5294547823218,7,0.48444444,207,0.0,2.0559999999999996,0.8431830145118918,,,,
215,271.1950750637103,7,0.39555556,206,0.0,2.035,0.7285149957526389,,,,
216,329.92281001223154,8,0.4977778,206,0.0,2.0120000000000005,0.8128259991845612,,,,
217,173.5435422080972,4,0.33333334,207,0.0,2.084999999999999,0.8146438527935079,,,,
218,297.4607202870098,5,0.52,202,0.0,2.047,0.7794986475326743,,,,
219,318.6104750314631,7,0.49333334,212,0.0,2.094999999999999,0.804821664569127,,,,
220,330.8937540674434,8,0.44,210,0.0,2.0699999999999994,0.8256163955037724,,,,
221,152.2536652706718,3,0.3511111,214,0.0,2.033999999999999,0.8301823152885514,,,,
222,226.38260327204875,5,0.38666666,213,0.0,2.0929999999999995,0.8363064485300744,,,,
223,277.6571812688431,6,0.4488889,210,0.0,2.1099999999999985,0.8148545820771123,,,,
224,62.606247127832205,2,0.29777777,224,0.0,2.016000000000001,0.9436901914778436,446.48651225457604,0.013502340416279734,888.4290390014648,2.258490413427353
225,85.83492534504676,5,0.31111112,234,0.0,2.101999999999999,0.9446849769968769,,,,
226,12.802280433366125,1,0.24444444,237,0.0,2.027000000000001,0.831927971108921,,,,
227,28.745733536432045,3,0.24,229,0.0,2.1019999999999976,0.8421777642378567,,,,
228,156.61691415972683,5,0.32,235,0.0,2.0959999999999996,0.8944723893515466,,,,
229,54.13100725561724,3,0.28,241,0.0,2.065,0.9027595162921732,,,,
230,146.99111740698496,4,0.3511111,217,0.0,2.0469999999999993,0.8590721728676705,,,,
231,25.396343631378063,3,0.26222223,232,0.0,2.024000000000001,0.8790437579081237,,,,
232,34.86505278466863,3,0.24,234,0.0,2.011000000000001,0.8120631476887531,,,,
233,14.242981625253224,4,0.25333333,231,0.0,2.0230000000000006,0.8971078916497808,,,,
234,171.53673028212336,6,0.37777779,229,0.0,2.0340000000000007,0.8820313145251095,,,,
235,88.25463343869026,4,0.25777778,229,0.0,2.075,0.7562777707539845,,,,
236,19.82289158027848,2,0.26222223,231,0.0,2.0170000000000012,0.8266605613147671,,,,
237,145.1907354232021,5,0.33777776,240,0.0,2.106999999999999,0.9087776384531894,,,,
238,54.83416645179614,4,0.2888889,236,0.0,2.013,0.9490555698802501,,,,
239,17.7128135776777,3,0.22222222,237,0.0,2.0220000000000007,0.8225857614881508,,,,
240,95.24790206732737,4,0.30222222,235,0.0,2.0070000000000006,0.84213986217817,,,,
241,45.13162154866922,3,0.30222222,242,0.0,2.0810000000000004,0.8798385634220484,,,,
242,116.60861367395763,3,0.34666666,224,0.0,2.008000000000001,0.7808924217361564,,,,
243,174.73700334999796,5,0.40444446,229,0.0,2.116999999999999,0.9467597766667892,,,,
244,-74.1731451947379,2,0.18666667,238,0.0,2.1009999999999995,0.8267163463158537,,,,
245,237.81110380863666,6,0.45333335,220,0.0,2.0989999999999998,0.870113079424214,,,,
246,69.23722946814655,5,0.23111111,232,0.0,2.0849999999999995,0.941091368790227,,,,
247,174.2366143069883,5,0.40444446,226,0.0,2.039,0.8323323795341072,,,,
248,226.30668429550917,7,0.46666667,213,0.0,2.0060000000000002,0.8103543802993883,,,,
249,77.40684164933303,3,0.30666667,233,0.0,2.07,0.8204772233777831,,,,
250,181.86609708405524,6,0.41333333,234,0.0,2.135,0.83802019439631,,,,
251,134.53146585385238,4,0.2888889,227,0.0,2.093,0.7894222764098344,,,,
252,65.65341682564669,4,0.27555555,226,0.0,2.0380000000000003,0.7793722116235561,,,,
253,107.94179685189096,5,0.33777776,233,0.0,2.049,0.892546876540599,,,,
254,29.84775055718092,4,0.23111111,217,0.0,2.0069999999999997,0.7440699628546006,,,,
255,249.18548535637873,8,0.40444446,222,0.0,2.0479999999999996,0.8820876429080733,,,,
256,241.74072595219778,7,0.34666666,209,0.0,2.0539999999999994,0.8434716031868177,993.7654061660173,0.15927793905162657,1983.8032989501953,1.7044787518680096
257,192.25722211924077,5,0.30666667,213,0.0,2.068,0.7478118587172737,,,,
258,206.2375596474137,4,0.40444446,209,0.0,2.021000000000001,0.8178693568390735,,,,
259,154.35975213539385,4,0.33777776,218,0.0,2.1029999999999993,0.8890031909737339,,,,
260,284.4761586277053,8,0.4,215,0.0,2.117999999999998,0.9122560914863086,,,,
261,180.7207143724333,4,0.36444443,218,0.0,2.0739999999999994,0.7569657085044416,,,,
262,266.77063166556087,6,0.46222222,214,0.0,2.0529999999999995,0.7966512222959402,,,,
263,175.7800476568046,5,0.37777779,231,0.0,2.120999999999999,0.8554101562130231,,,,
264,185.9025761728855,4,0.34666666,211,0.0,2.0080000000000005,0.7726549218076247,,,,
265,224.11999336914872,4,0.44444445,215,0.0,2.0260000000000007,0.7754404420567621,,,,
266,154.05771234945277,3,0.33777776,213,0.0,2.0280000000000005,0.7862858433698235,,,,
267,199.92984791826345,5,0.32,204,0.0,2.0229999999999997,0.7781701387824369,,,,
268,109.80626139882015,3,0.2711111,222,0.0,2.0549999999999997,0.8693959067453186,,,,
269,157.9165524656268,4,0.29777777,213,0.0,2.0599999999999996,0.8573498356248713,,,,
270,295.9689702073691,6,0.51111114,212,0.0,2.056,0.8128153195087016,,,,
271,297.11049721989673,7,0.47111112,204,0.0,2.011,0.8325268520069016,,,,
272,242.61722320490495,7,0.37333333,222,0.0,2.064,0.8590651196729906,,,,
273,147.78463099416447,4,0.29333332,218,0.0,2.120999999999999,0.8052112670556892,,,,
274,295.66920308103687,7,0.48,213,0.0,2.037,0.7881864612641892,,,,
275,155.68960223017572,5,0.31111112,214,0.0,2.0679999999999987,0.8171998513216092,,,,
276,123.76867065735608,4,0.28444445,222,0.0,2.018,0.8159019561762498,,,,
277,181.35529949962464,5,0.3422222,213,0.0,2.101999999999999,0.8041000333583486,,,,
278,260.81839842924273,8,0.38666666,220,0.0,2.107999999999999,0.879946771383819,,,,
279,220.56347812008843,6,0.34666666,214,0.0,2.092999999999998,0.8478481253274261,,,,
280,107.91541650382776,2,0.29777777,216,0.0,2.015000000000001,0.7615322330781404,,,,
281,201.76945412476215,4,0.40444446,225,0.0,2.0959999999999996,0.8727297250158466,,,,
282,196.76329594456374,5,0.4,215,0.0,2.033000000000001,0.7689002703624221,,,,
283,263.21855802288036,7,0.4311111,218,0.0,2.048,0.8650561318079892,,,,
284,168.62450503264182,4,0.3511111,211,0.0,2.006,0.8432463311572078,,,,
285,328.3203949479965,8,0.4888889,201,0.0,2.0299999999999994,0.7690403368002253,,,,
286,300.49347199170154,7,0.45333335,207,0.0,2.0290000000000004,0.8174218672198936,,,,
287,177.34044781158605,4,0.38666666,225,0.0,2.0779999999999994,0.824103479227597,,,,
288,-565.3334973822143,3,0.115555555,302,0.0,2.0169999999999995,1.4995931588142823,23304.24868749932,0.008808055077513366,46607.67529296875,0.40223295986652374
289,-682.6365195687102,2,0.11111111,317,0.0,2.015000000000001,1.3651813045807033,,,,
290,-613.0431300889062,3,0.11111111,307,0.0,2.0140000000000007,1.142102005927067,,,,
291,-694.3368791443478,2,0.08888889,318,0.0,2.0649999999999986,1.2333386096231764,,,,
292,-596.7339895462209,4,0.13777778,316,0.0,2.037,1.3257859697480465,,,,
293,-764.2520304847336,1,0.10666667,320,0.0,2.0170000000000012,0.9059486989822186,,,,
294,-572.1503603895612,2,0.13777778,304,0.0,2.037,1.3022373593040693,,,,
295,-524.656770581012,1,0.15111111,300,0.0,2.0470000000000006,1.1065847054008344,,,,
296,-323.372112472177,4,0.25777778,283,0.0,2.0180000000000007,0.9247274981451393,,,,
297,-683.457302381813,2,0.12444445,318,0.0,2.007000000000001,1.0571001587875197,,,,
298,-624.059309655091,2,0.15111111,314,0.0,2.037,1.3454473103393894,,,,
299,-495.26425657371516,4,0.15555556,302,0.0,2.020000000000001,0.9939637715809848,,,,
300,-693.7164689961858,2,0.12,313,0.0,2.0260000000000007,1.0169379330790465,,,,
301,-543.0900035101113,4,0.16,308,0.0,2.016000000000001,1.2577869006740552,,,,
302,-541.2090260296969,3,0.14222223,308,0.0,2.0360000000000005,1.281401735313123,,,,
303,-556.727889566339,2,0.16888888,301,0.0,2.0260000000000002,1.1613526377559236,,,,
304,-639.9458104170124,3,0.10666667,315,0.0,2.0200000000000005,1.2374273611341284,,,,
